AGE|AGE_ADJUSTED_CI_LOWER|AGE_ADJUSTED_CI_UPPER|AGE_ADJUSTED_RATE|BEHAVIOR|COUNT|POPULATION|SEX|SITE|YEAR|CRUDE_CI_LOWER|CRUDE_CI_UPPER|CRUDE_RATE
20+|0.1|0.2|0.1|Malignant|308|218481776|Male and Female|Pilocytic astrocytoma|2007|0.1|0.2|0.1
20+|~|~|~|Benign/Borderline|~|220975702|Male and Female|Pilocytic astrocytoma|2008|~|~|~
20+|0.1|0.1|0.1|Malignant|290|220975702|Male and Female|Pilocytic astrocytoma|2008|0.1|0.1|0.1
20+|~|~|~|Benign/Borderline|~|223491138|Male and Female|Pilocytic astrocytoma|2009|~|~|~
20+|0.1|0.1|0.1|Malignant|273|223491138|Male and Female|Pilocytic astrocytoma|2009|0.1|0.1|0.1
20+|~|~|~|Benign/Borderline|~|226142851|Male and Female|Pilocytic astrocytoma|2010|~|~|~
20+|0.1|0.2|0.1|Malignant|331|226142851|Male and Female|Pilocytic astrocytoma|2010|0.1|0.2|0.1
20+|~|~|~|Benign/Borderline|~|228745012|Male and Female|Pilocytic astrocytoma|2011|~|~|~
20+|0.1|0.2|0.1|Malignant|337|228745012|Male and Female|Pilocytic astrocytoma|2011|0.1|0.2|0.1
20+|~|~|~|Benign/Borderline|~|231376184|Male and Female|Pilocytic astrocytoma|2012|~|~|~
20+|0.1|0.1|0.1|Malignant|272|231376184|Male and Female|Pilocytic astrocytoma|2012|0.1|0.1|0.1
20+|~|~|~|Benign/Borderline|~|233788709|Male and Female|Pilocytic astrocytoma|2013|~|~|~
20+|0.1|0.1|0.1|Malignant|305|233788709|Male and Female|Pilocytic astrocytoma|2013|0.1|0.1|0.1
20+|~|~|~|Benign/Borderline|~|236247131|Male and Female|Pilocytic astrocytoma|2014|~|~|~
20+|0.1|0.1|0.1|Malignant|299|236247131|Male and Female|Pilocytic astrocytoma|2014|0.1|0.1|0.1
20+|~|~|~|Benign/Borderline|~|238618584|Male and Female|Pilocytic astrocytoma|2015|~|~|~
20+|0.1|0.1|0.1|Malignant|297|238618584|Male and Female|Pilocytic astrocytoma|2015|0.1|0.1|0.1
20+|0.0|0.0|0.0|Benign/Borderline|29|1202925164|Male and Female|Pilocytic astrocytoma|2015-2019|0.0|0.0|0.0
20+|0.1|0.1|0.1|Malignant|1412|1202925164|Male and Female|Pilocytic astrocytoma|2015-2019|0.1|0.1|0.1
20+|~|~|~|Benign/Borderline|~|240910318|Male and Female|Pilocytic astrocytoma|2016|~|~|~
20+|0.1|0.1|0.1|Malignant|299|240910318|Male and Female|Pilocytic astrocytoma|2016|0.1|0.1|0.1
20+|~|~|~|Benign/Borderline|~|243007764|Male and Female|Pilocytic astrocytoma|2017|~|~|~
20+|0.1|0.1|0.1|Malignant|270|243007764|Male and Female|Pilocytic astrocytoma|2017|0.1|0.1|0.1
20+|~|~|~|Benign/Borderline|~|242606754|Male and Female|Pilocytic astrocytoma|2018|~|~|~
20+|0.1|0.1|0.1|Malignant|274|242606754|Male and Female|Pilocytic astrocytoma|2018|0.1|0.1|0.1
20+|0.0|0.0|0.0|Benign/Borderline|21|244322258|Male and Female|Pilocytic astrocytoma|2019|0.0|0.0|0.0
20+|0.1|0.1|0.1|Malignant|279|244322258|Male and Female|Pilocytic astrocytoma|2019|0.1|0.1|0.1
20+|0.0|0.0|0.0|Benign/Borderline|25|211050944|Male and Female|Pineal parenchymal|2004|0.0|0.0|0.0
20+|0.0|0.0|0.0|Malignant|31|211050944|Male and Female|Pineal parenchymal|2004|0.0|0.0|0.0
20+|0.0|0.0|0.0|Benign/Borderline|51|213511339|Male and Female|Pineal parenchymal|2005|0.0|0.0|0.0
20+|0.0|0.0|0.0|Malignant|31|213511339|Male and Female|Pineal parenchymal|2005|0.0|0.0|0.0
20+|0.0|0.0|0.0|Benign/Borderline|46|216055494|Male and Female|Pineal parenchymal|2006|0.0|0.0|0.0
20+|0.0|0.0|0.0|Malignant|40|216055494|Male and Female|Pineal parenchymal|2006|0.0|0.0|0.0
20+|0.0|0.0|0.0|Benign/Borderline|48|218481776|Male and Female|Pineal parenchymal|2007|0.0|0.0|0.0
20+|0.0|0.0|0.0|Malignant|43|218481776|Male and Female|Pineal parenchymal|2007|0.0|0.0|0.0
20+|0.0|0.0|0.0|Benign/Borderline|69|220975702|Male and Female|Pineal parenchymal|2008|0.0|0.0|0.0
20+|0.0|0.0|0.0|Malignant|43|220975702|Male and Female|Pineal parenchymal|2008|0.0|0.0|0.0
20+|0.0|0.0|0.0|Benign/Borderline|43|223491138|Male and Female|Pineal parenchymal|2009|0.0|0.0|0.0
20+|0.0|0.0|0.0|Malignant|47|223491138|Male and Female|Pineal parenchymal|2009|0.0|0.0|0.0
20+|0.0|0.0|0.0|Benign/Borderline|55|226142851|Male and Female|Pineal parenchymal|2010|0.0|0.0|0.0
20+|0.0|0.0|0.0|Malignant|41|226142851|Male and Female|Pineal parenchymal|2010|0.0|0.0|0.0
20+|0.0|0.0|0.0|Benign/Borderline|63|228745012|Male and Female|Pineal parenchymal|2011|0.0|0.0|0.0
20+|0.0|0.0|0.0|Malignant|44|228745012|Male and Female|Pineal parenchymal|2011|0.0|0.0|0.0
20+|0.0|0.0|0.0|Benign/Borderline|62|231376184|Male and Female|Pineal parenchymal|2012|0.0|0.0|0.0
20+|0.0|0.0|0.0|Malignant|42|231376184|Male and Female|Pineal parenchymal|2012|0.0|0.0|0.0
20+|0.0|0.0|0.0|Benign/Borderline|68|233788709|Male and Female|Pineal parenchymal|2013|0.0|0.0|0.0
20+|0.0|0.0|0.0|Malignant|70|233788709|Male and Female|Pineal parenchymal|2013|0.0|0.0|0.0
20+|0.0|0.0|0.0|Benign/Borderline|66|236247131|Male and Female|Pineal parenchymal|2014|0.0|0.0|0.0
20+|0.0|0.0|0.0|Malignant|35|236247131|Male and Female|Pineal parenchymal|2014|0.0|0.0|0.0
20+|0.0|0.0|0.0|Benign/Borderline|63|238618584|Male and Female|Pineal parenchymal|2015|0.0|0.0|0.0
20+|0.0|0.0|0.0|Malignant|59|238618584|Male and Female|Pineal parenchymal|2015|0.0|0.0|0.0
20+|0.0|0.0|0.0|Benign/Borderline|275|1202925164|Male and Female|Pineal parenchymal|2015-2019|0.0|0.0|0.0
20+|0.0|0.0|0.0|Malignant|260|1202925164|Male and Female|Pineal parenchymal|2015-2019|0.0|0.0|0.0
20+|0.0|0.0|0.0|Benign/Borderline|62|240910318|Male and Female|Pineal parenchymal|2016|0.0|0.0|0.0
20+|0.0|0.0|0.0|Malignant|63|240910318|Male and Female|Pineal parenchymal|2016|0.0|0.0|0.0
20+|0.0|0.0|0.0|Benign/Borderline|55|243007764|Male and Female|Pineal parenchymal|2017|0.0|0.0|0.0
20+|0.0|0.0|0.0|Malignant|53|243007764|Male and Female|Pineal parenchymal|2017|0.0|0.0|0.0
20+|0.0|0.0|0.0|Benign/Borderline|55|242606754|Male and Female|Pineal parenchymal|2018|0.0|0.0|0.0
20+|0.0|0.0|0.0|Malignant|40|242606754|Male and Female|Pineal parenchymal|2018|0.0|0.0|0.0
20+|0.0|0.0|0.0|Benign/Borderline|41|244322258|Male and Female|Pineal parenchymal|2019|0.0|0.0|0.0
20+|0.0|0.0|0.0|Malignant|46|244322258|Male and Female|Pineal parenchymal|2019|0.0|0.0|0.0
20+|3.5|3.7|3.6|Benign/Borderline|7675|211050944|Male and Female|Pituitary|2004|3.6|3.7|3.6
20+|0.0|0.0|0.0|Malignant|43|211050944|Male and Female|Pituitary|2004|0.0|0.0|0.0
20+|4.0|4.2|4.1|Benign/Borderline|8730|213511339|Male and Female|Pituitary|2005|4.0|4.2|4.1
20+|0.0|0.0|0.0|Malignant|37|213511339|Male and Female|Pituitary|2005|0.0|0.0|0.0
20+|4.3|4.5|4.4|Benign/Borderline|9497|216055494|Male and Female|Pituitary|2006|4.3|4.5|4.4
20+|0.0|0.0|0.0|Malignant|31|216055494|Male and Female|Pituitary|2006|0.0|0.0|0.0
20+|4.5|4.7|4.6|Benign/Borderline|10119|218481776|Male and Female|Pituitary|2007|4.5|4.7|4.6
20+|0.0|0.0|0.0|Malignant|34|218481776|Male and Female|Pituitary|2007|0.0|0.0|0.0
20+|4.9|5.1|5.0|Benign/Borderline|10995|220975702|Male and Female|Pituitary|2008|4.9|5.1|5.0
20+|~|~|~|Malignant|~|220975702|Male and Female|Pituitary|2008|~|~|~
20+|5.2|5.4|5.3|Benign/Borderline|11943|223491138|Male and Female|Pituitary|2009|5.2|5.4|5.3
20+|0.0|0.0|0.0|Malignant|24|223491138|Male and Female|Pituitary|2009|0.0|0.0|0.0
20+|5.3|5.4|5.3|Benign/Borderline|12181|226142851|Male and Female|Pituitary|2010|5.3|5.5|5.4
20+|0.0|0.0|0.0|Malignant|32|226142851|Male and Female|Pituitary|2010|0.0|0.0|0.0
20+|5.4|5.6|5.5|Benign/Borderline|12516|228745012|Male and Female|Pituitary|2011|5.4|5.6|5.5
20+|0.0|0.0|0.0|Malignant|33|228745012|Male and Female|Pituitary|2011|0.0|0.0|0.0
20+|5.7|5.9|5.8|Benign/Borderline|13535|231376184|Male and Female|Pituitary|2012|5.8|5.9|5.8
20+|0.0|0.0|0.0|Malignant|35|231376184|Male and Female|Pituitary|2012|0.0|0.0|0.0
20+|5.6|5.8|5.7|Benign/Borderline|13550|233788709|Male and Female|Pituitary|2013|5.7|5.9|5.8
20+|0.0|0.0|0.0|Malignant|41|233788709|Male and Female|Pituitary|2013|0.0|0.0|0.0
20+|5.7|5.9|5.8|Benign/Borderline|13830|236247131|Male and Female|Pituitary|2014|5.8|6.0|5.9
20+|0.0|0.0|0.0|Malignant|33|236247131|Male and Female|Pituitary|2014|0.0|0.0|0.0
20+|5.9|6.1|6.0|Benign/Borderline|14479|238618584|Male and Female|Pituitary|2015|6.0|6.2|6.1
20+|0.0|0.0|0.0|Malignant|30|238618584|Male and Female|Pituitary|2015|0.0|0.0|0.0
20+|5.9|6.0|5.9|Benign/Borderline|72691|1202925164|Male and Female|Pituitary|2015-2019|6.0|6.1|6.0
20+|0.0|0.0|0.0|Malignant|109|1202925164|Male and Female|Pituitary|2015-2019|0.0|0.0|0.0
20+|5.9|6.1|6.0|Benign/Borderline|14688|240910318|Male and Female|Pituitary|2016|6.0|6.2|6.1
20+|0.0|0.0|0.0|Malignant|24|240910318|Male and Female|Pituitary|2016|0.0|0.0|0.0
20+|6.1|6.3|6.2|Benign/Borderline|15240|243007764|Male and Female|Pituitary|2017|6.2|6.4|6.3
20+|0.0|0.0|0.0|Malignant|20|243007764|Male and Female|Pituitary|2017|0.0|0.0|0.0
20+|5.8|6.0|5.9|Benign/Borderline|14693|242606754|Male and Female|Pituitary|2018|6.0|6.2|6.1
20+|0.0|0.0|0.0|Malignant|22|242606754|Male and Female|Pituitary|2018|0.0|0.0|0.0
20+|5.5|5.7|5.6|Benign/Borderline|13940|244322258|Male and Female|Pituitary|2019|5.6|5.8|5.7
20+|~|~|~|Malignant|~|244322258|Male and Female|Pituitary|2019|~|~|~
20+|16.4|16.8|16.6|Benign/Borderline|35292|211050944|Male and Female|Total|2004|16.5|16.9|16.7
20+|9.0|9.3|9.1|Malignant|19402|211050944|Male and Female|Total|2004|9.1|9.3|9.2
20+|18.5|18.9|18.7|Benign/Borderline|40268|213511339|Male and Female|Total|2005|18.7|19.0|18.9
20+|9.0|9.3|9.1|Malignant|19744|213511339|Male and Female|Total|2005|9.1|9.4|9.2
20+|19.3|19.6|19.5|Benign/Borderline|42627|216055494|Male and Female|Total|2006|19.5|19.9|19.7
20+|8.9|9.2|9.0|Malignant|19835|216055494|Male and Female|Total|2006|9.1|9.3|9.2
20+|19.9|20.2|20.1|Benign/Borderline|44652|218481776|Male and Female|Total|2007|20.2|20.6|20.4
20+|8.9|9.2|9.0|Malignant|20179|218481776|Male and Female|Total|2007|9.1|9.4|9.2
20+|21.0|21.4|21.2|Benign/Borderline|47881|220975702|Male and Female|Total|2008|21.5|21.9|21.7
20+|9.0|9.2|9.1|Malignant|20626|220975702|Male and Female|Total|2008|9.2|9.5|9.3
20+|22.3|22.7|22.5|Benign/Borderline|51710|223491138|Male and Female|Total|2009|22.9|23.3|23.1
20+|8.9|9.1|9.0|Malignant|20844|223491138|Male and Female|Total|2009|9.2|9.5|9.3
20+|21.9|22.3|22.1|Benign/Borderline|51639|226142851|Male and Female|Total|2010|22.6|23.0|22.8
20+|8.7|8.9|8.8|Malignant|20760|226142851|Male and Female|Total|2010|9.1|9.3|9.2
20+|22.2|22.6|22.4|Benign/Borderline|53031|228745012|Male and Female|Total|2011|23.0|23.4|23.2
20+|8.6|8.8|8.7|Malignant|20882|228745012|Male and Female|Total|2011|9.0|9.3|9.1
20+|22.9|23.3|23.1|Benign/Borderline|55717|231376184|Male and Female|Total|2012|23.9|24.3|24.1
20+|8.5|8.8|8.7|Malignant|21192|231376184|Male and Female|Total|2012|9.0|9.3|9.2
20+|23.0|23.4|23.2|Benign/Borderline|56826|233788709|Male and Female|Total|2013|24.1|24.5|24.3
20+|8.5|8.8|8.7|Malignant|21563|233788709|Male and Female|Total|2013|9.1|9.3|9.2
20+|23.4|23.8|23.6|Benign/Borderline|58713|236247131|Male and Female|Total|2014|24.7|25.1|24.9
20+|8.5|8.7|8.6|Malignant|21748|236247131|Male and Female|Total|2014|9.1|9.3|9.2
20+|24.0|24.4|24.2|Benign/Borderline|61134|238618584|Male and Female|Total|2015|25.4|25.8|25.6
20+|8.4|8.7|8.6|Malignant|22039|238618584|Male and Female|Total|2015|9.1|9.4|9.2
20+|23.8|24.0|23.9|Benign/Borderline|309127|1202925164|Male and Female|Total|2015-2019|25.6|25.8|25.7
20+|8.2|8.3|8.3|Malignant|109766|1202925164|Male and Female|Total|2015-2019|9.1|9.2|9.1
20+|24.0|24.3|24.1|Benign/Borderline|61933|240910318|Male and Female|Total|2016|25.5|25.9|25.7
20+|8.4|8.6|8.5|Malignant|22367|240910318|Male and Female|Total|2016|9.2|9.4|9.3
20+|24.3|24.6|24.5|Benign/Borderline|63852|243007764|Male and Female|Total|2017|26.1|26.5|26.3
20+|8.3|8.5|8.4|Malignant|22468|243007764|Male and Female|Total|2017|9.1|9.4|9.2
20+|23.5|23.9|23.7|Benign/Borderline|62323|242606754|Male and Female|Total|2018|25.5|25.9|25.7
20+|8.0|8.3|8.2|Malignant|21986|242606754|Male and Female|Total|2018|8.9|9.2|9.1
20+|22.8|23.2|23.0|Benign/Borderline|61349|244322258|Male and Female|Total|2019|24.9|25.3|25.1
20+|7.8|8.0|7.9|Malignant|21505|244322258|Male and Female|Total|2019|8.7|8.9|8.8
20+|2.2|2.4|2.3|Benign/Borderline|4919|211050944|Male and Female|Tumors of Cranial and Spinal Nerves|2004|2.3|2.4|2.3
20+|0.0|0.0|0.0|Malignant|46|211050944|Male and Female|Tumors of Cranial and Spinal Nerves|2004|0.0|0.0|0.0
20+|2.5|2.6|2.6|Benign/Borderline|5547|213511339|Male and Female|Tumors of Cranial and Spinal Nerves|2005|2.5|2.7|2.6
20+|0.0|0.0|0.0|Malignant|53|213511339|Male and Female|Tumors of Cranial and Spinal Nerves|2005|0.0|0.0|0.0
20+|2.5|2.6|2.5|Benign/Borderline|5650|216055494|Male and Female|Tumors of Cranial and Spinal Nerves|2006|2.5|2.7|2.6
20+|0.0|0.0|0.0|Malignant|40|216055494|Male and Female|Tumors of Cranial and Spinal Nerves|2006|0.0|0.0|0.0
20+|2.5|2.6|2.6|Benign/Borderline|5760|218481776|Male and Female|Tumors of Cranial and Spinal Nerves|2007|2.6|2.7|2.6
20+|0.0|0.0|0.0|Malignant|59|218481776|Male and Female|Tumors of Cranial and Spinal Nerves|2007|0.0|0.0|0.0
20+|2.5|2.6|2.6|Benign/Borderline|5857|220975702|Male and Female|Tumors of Cranial and Spinal Nerves|2008|2.6|2.7|2.7
20+|0.0|0.0|0.0|Malignant|51|220975702|Male and Female|Tumors of Cranial and Spinal Nerves|2008|0.0|0.0|0.0
20+|2.6|2.7|2.7|Benign/Borderline|6210|223491138|Male and Female|Tumors of Cranial and Spinal Nerves|2009|2.7|2.8|2.8
20+|0.0|0.0|0.0|Malignant|38|223491138|Male and Female|Tumors of Cranial and Spinal Nerves|2009|0.0|0.0|0.0
20+|2.5|2.6|2.6|Benign/Borderline|6044|226142851|Male and Female|Tumors of Cranial and Spinal Nerves|2010|2.6|2.7|2.7
20+|0.0|0.0|0.0|Malignant|45|226142851|Male and Female|Tumors of Cranial and Spinal Nerves|2010|0.0|0.0|0.0
20+|2.6|2.7|2.7|Benign/Borderline|6398|228745012|Male and Female|Tumors of Cranial and Spinal Nerves|2011|2.7|2.9|2.8
20+|0.0|0.0|0.0|Malignant|38|228745012|Male and Female|Tumors of Cranial and Spinal Nerves|2011|0.0|0.0|0.0
20+|2.7|2.8|2.8|Benign/Borderline|6798|231376184|Male and Female|Tumors of Cranial and Spinal Nerves|2012|2.9|3.0|2.9
20+|0.0|0.0|0.0|Malignant|51|231376184|Male and Female|Tumors of Cranial and Spinal Nerves|2012|0.0|0.0|0.0
20+|2.8|2.9|2.9|Benign/Borderline|7065|233788709|Male and Female|Tumors of Cranial and Spinal Nerves|2013|3.0|3.1|3.0
20+|0.0|0.0|0.0|Malignant|43|233788709|Male and Female|Tumors of Cranial and Spinal Nerves|2013|0.0|0.0|0.0
20+|2.9|3.1|3.0|Benign/Borderline|7469|236247131|Male and Female|Tumors of Cranial and Spinal Nerves|2014|3.1|3.2|3.2
20+|0.0|0.0|0.0|Malignant|39|236247131|Male and Female|Tumors of Cranial and Spinal Nerves|2014|0.0|0.0|0.0
20+|2.9|3.0|3.0|Benign/Borderline|7565|238618584|Male and Female|Tumors of Cranial and Spinal Nerves|2015|3.1|3.2|3.2
20+|0.0|0.0|0.0|Malignant|39|238618584|Male and Female|Tumors of Cranial and Spinal Nerves|2015|0.0|0.0|0.0
20+|2.8|2.8|2.8|Benign/Borderline|36057|1202925164|Male and Female|Tumors of Cranial and Spinal Nerves|2015-2019|3.0|3.0|3.0
20+|0.0|0.0|0.0|Malignant|200|1202925164|Male and Female|Tumors of Cranial and Spinal Nerves|2015-2019|0.0|0.0|0.0
20+|2.8|3.0|2.9|Benign/Borderline|7440|240910318|Male and Female|Tumors of Cranial and Spinal Nerves|2016|3.0|3.2|3.1
20+|0.0|0.0|0.0|Malignant|50|240910318|Male and Female|Tumors of Cranial and Spinal Nerves|2016|0.0|0.0|0.0
20+|2.8|2.9|2.8|Benign/Borderline|7401|243007764|Male and Female|Tumors of Cranial and Spinal Nerves|2017|3.0|3.1|3.0
20+|0.0|0.0|0.0|Malignant|43|243007764|Male and Female|Tumors of Cranial and Spinal Nerves|2017|0.0|0.0|0.0
20+|2.7|2.8|2.7|Benign/Borderline|7144|242606754|Male and Female|Tumors of Cranial and Spinal Nerves|2018|2.9|3.0|2.9
20+|0.0|0.0|0.0|Malignant|30|242606754|Male and Female|Tumors of Cranial and Spinal Nerves|2018|0.0|0.0|0.0
20+|2.4|2.6|2.5|Benign/Borderline|6660|244322258|Male and Female|Tumors of Cranial and Spinal Nerves|2019|2.7|2.8|2.7
20+|0.0|0.0|0.0|Malignant|38|244322258|Male and Female|Tumors of Cranial and Spinal Nerves|2019|0.0|0.0|0.0
20+|0.4|0.4|0.4|Benign/Borderline|834|211050944|Male and Female|Tumors of Neuroepthelial Tissue|2004|0.4|0.4|0.4
20+|7.4|7.7|7.5|Malignant|16036|211050944|Male and Female|Tumors of Neuroepthelial Tissue|2004|7.5|7.7|7.6
20+|0.4|0.5|0.5|Benign/Borderline|974|213511339|Male and Female|Tumors of Neuroepthelial Tissue|2005|0.4|0.5|0.5
20+|7.4|7.6|7.5|Malignant|16263|213511339|Male and Female|Tumors of Neuroepthelial Tissue|2005|7.5|7.7|7.6
20+|0.5|0.5|0.5|Benign/Borderline|1048|216055494|Male and Female|Tumors of Neuroepthelial Tissue|2006|0.5|0.5|0.5
20+|7.4|7.6|7.5|Malignant|16438|216055494|Male and Female|Tumors of Neuroepthelial Tissue|2006|7.5|7.7|7.6
20+|0.4|0.5|0.5|Benign/Borderline|1015|218481776|Male and Female|Tumors of Neuroepthelial Tissue|2007|0.4|0.5|0.5
20+|7.4|7.6|7.5|Malignant|16821|218481776|Male and Female|Tumors of Neuroepthelial Tissue|2007|7.6|7.8|7.7
20+|0.5|0.5|0.5|Benign/Borderline|1080|220975702|Male and Female|Tumors of Neuroepthelial Tissue|2008|0.5|0.5|0.5
20+|7.4|7.6|7.5|Malignant|17103|220975702|Male and Female|Tumors of Neuroepthelial Tissue|2008|7.6|7.9|7.7
20+|0.5|0.5|0.5|Benign/Borderline|1111|223491138|Male and Female|Tumors of Neuroepthelial Tissue|2009|0.5|0.5|0.5
20+|7.4|7.6|7.5|Malignant|17381|223491138|Male and Female|Tumors of Neuroepthelial Tissue|2009|7.7|7.9|7.8
20+|0.5|0.6|0.5|Benign/Borderline|1197|226142851|Male and Female|Tumors of Neuroepthelial Tissue|2010|0.5|0.6|0.5
20+|7.3|7.5|7.4|Malignant|17392|226142851|Male and Female|Tumors of Neuroepthelial Tissue|2010|7.6|7.8|7.7
20+|0.5|0.6|0.5|Benign/Borderline|1182|228745012|Male and Female|Tumors of Neuroepthelial Tissue|2011|0.5|0.5|0.5
20+|7.2|7.4|7.3|Malignant|17493|228745012|Male and Female|Tumors of Neuroepthelial Tissue|2011|7.5|7.8|7.6
20+|0.5|0.5|0.5|Benign/Borderline|1185|231376184|Male and Female|Tumors of Neuroepthelial Tissue|2012|0.5|0.5|0.5
20+|7.2|7.4|7.3|Malignant|17827|231376184|Male and Female|Tumors of Neuroepthelial Tissue|2012|7.6|7.8|7.7
20+|0.5|0.5|0.5|Benign/Borderline|1144|233788709|Male and Female|Tumors of Neuroepthelial Tissue|2013|0.5|0.5|0.5
20+|7.2|7.4|7.3|Malignant|18147|233788709|Male and Female|Tumors of Neuroepthelial Tissue|2013|7.6|7.9|7.8
20+|0.5|0.6|0.5|Benign/Borderline|1282|236247131|Male and Female|Tumors of Neuroepthelial Tissue|2014|0.5|0.6|0.5
20+|7.0|7.2|7.1|Malignant|18016|236247131|Male and Female|Tumors of Neuroepthelial Tissue|2014|7.5|7.7|7.6
20+|0.5|0.6|0.6|Benign/Borderline|1321|238618584|Male and Female|Tumors of Neuroepthelial Tissue|2015|0.5|0.6|0.6
20+|7.1|7.3|7.2|Malignant|18461|238618584|Male and Female|Tumors of Neuroepthelial Tissue|2015|7.6|7.8|7.7
20+|0.5|0.6|0.5|Benign/Borderline|6378|1202925164|Male and Female|Tumors of Neuroepthelial Tissue|2015-2019|0.5|0.5|0.5
20+|6.9|7.0|7.0|Malignant|92134|1202925164|Male and Female|Tumors of Neuroepthelial Tissue|2015-2019|7.6|7.7|7.7
20+|0.5|0.6|0.6|Benign/Borderline|1312|240910318|Male and Female|Tumors of Neuroepthelial Tissue|2016|0.5|0.6|0.5
20+|7.1|7.3|7.2|Malignant|18830|240910318|Male and Female|Tumors of Neuroepthelial Tissue|2016|7.7|7.9|7.8
20+|0.5|0.6|0.5|Benign/Borderline|1317|243007764|Male and Female|Tumors of Neuroepthelial Tissue|2017|0.5|0.6|0.5
20+|7.0|7.2|7.1|Malignant|18878|243007764|Male and Female|Tumors of Neuroepthelial Tissue|2017|7.7|7.9|7.8
20+|0.5|0.5|0.5|Benign/Borderline|1240|242606754|Male and Female|Tumors of Neuroepthelial Tissue|2018|0.5|0.5|0.5
20+|6.8|7.0|6.9|Malignant|18432|242606754|Male and Female|Tumors of Neuroepthelial Tissue|2018|7.5|7.7|7.6
20+|0.5|0.5|0.5|Benign/Borderline|1220|244322258|Male and Female|Tumors of Neuroepthelial Tissue|2019|0.5|0.5|0.5
20+|6.5|6.7|6.6|Malignant|18038|244322258|Male and Female|Tumors of Neuroepthelial Tissue|2019|7.3|7.5|7.4
20+|3.7|3.9|3.8|Benign/Borderline|8069|211050944|Male and Female|Tumors of Sellar Region|2004|3.7|3.9|3.8
20+|0.0|0.0|0.0|Malignant|43|211050944|Male and Female|Tumors of Sellar Region|2004|0.0|0.0|0.0
20+|4.2|4.4|4.3|Benign/Borderline|9150|213511339|Male and Female|Tumors of Sellar Region|2005|4.2|4.4|4.3
20+|0.0|0.0|0.0|Malignant|39|213511339|Male and Female|Tumors of Sellar Region|2005|0.0|0.0|0.0
20+|4.5|4.7|4.6|Benign/Borderline|9892|216055494|Male and Female|Tumors of Sellar Region|2006|4.5|4.7|4.6
20+|0.0|0.0|0.0|Malignant|33|216055494|Male and Female|Tumors of Sellar Region|2006|0.0|0.0|0.0
20+|4.7|4.9|4.8|Benign/Borderline|10540|218481776|Male and Female|Tumors of Sellar Region|2007|4.7|4.9|4.8
20+|0.0|0.0|0.0|Malignant|34|218481776|Male and Female|Tumors of Sellar Region|2007|0.0|0.0|0.0
20+|5.1|5.2|5.2|Benign/Borderline|11419|220975702|Male and Female|Tumors of Sellar Region|2008|5.1|5.3|5.2
20+|0.0|0.0|0.0|Malignant|16|220975702|Male and Female|Tumors of Sellar Region|2008|0.0|0.0|0.0
20+|5.4|5.6|5.5|Benign/Borderline|12375|223491138|Male and Female|Tumors of Sellar Region|2009|5.4|5.6|5.5
20+|0.0|0.0|0.0|Malignant|25|223491138|Male and Female|Tumors of Sellar Region|2009|0.0|0.0|0.0
20+|5.4|5.6|5.5|Benign/Borderline|12623|226142851|Male and Female|Tumors of Sellar Region|2010|5.5|5.7|5.6
20+|0.0|0.0|0.0|Malignant|32|226142851|Male and Female|Tumors of Sellar Region|2010|0.0|0.0|0.0
20+|5.5|5.7|5.6|Benign/Borderline|12934|228745012|Male and Female|Tumors of Sellar Region|2011|5.6|5.8|5.7
20+|0.0|0.0|0.0|Malignant|35|228745012|Male and Female|Tumors of Sellar Region|2011|0.0|0.0|0.0
20+|5.9|6.1|6.0|Benign/Borderline|13981|231376184|Male and Female|Tumors of Sellar Region|2012|5.9|6.1|6.0
20+|0.0|0.0|0.0|Malignant|35|231376184|Male and Female|Tumors of Sellar Region|2012|0.0|0.0|0.0
20+|5.8|6.0|5.9|Benign/Borderline|14024|233788709|Male and Female|Tumors of Sellar Region|2013|5.9|6.1|6.0
20+|0.0|0.0|0.0|Malignant|42|233788709|Male and Female|Tumors of Sellar Region|2013|0.0|0.0|0.0
20+|5.9|6.1|6.0|Benign/Borderline|14265|236247131|Male and Female|Tumors of Sellar Region|2014|5.9|6.1|6.0
20+|0.0|0.0|0.0|Malignant|37|236247131|Male and Female|Tumors of Sellar Region|2014|0.0|0.0|0.0
20+|6.1|6.3|6.2|Benign/Borderline|14945|238618584|Male and Female|Tumors of Sellar Region|2015|6.2|6.4|6.3
20+|0.0|0.0|0.0|Malignant|31|238618584|Male and Female|Tumors of Sellar Region|2015|0.0|0.0|0.0
