AGE_ADJUSTED_CI_LOWER|AGE_ADJUSTED_CI_UPPER|AGE_ADJUSTED_RATE|COUNT|ICCC_GROUP|POPULATION|AGE|RACE|SEX|YEAR|CRUDE_CI_LOWER|CRUDE_CI_UPPER|CRUDE_RATE
0.5|0.9|0.7|56|VII(b) Hepatic carcinomas|82120410|0-19|All Races|Male and Female|2015|0.5|0.9|0.7
~|~|~|~|VII(c) Unspecified malignant hepatic tumors|82120410|0-19|All Races|Male and Female|2015|~|~|~
8.6|9.9|9.2|758|VIII Malignant bone tumors|82120410|0-19|All Races|Male and Female|2015|8.6|9.9|9.2
4.5|5.4|4.9|405|VIII(a) Osteosarcomas|82120410|0-19|All Races|Male and Female|2015|4.5|5.4|4.9
0.3|0.5|0.4|31|VIII(b) Chondrosarcomas|82120410|0-19|All Races|Male and Female|2015|0.3|0.5|0.4
2.8|3.5|3.1|257|VIII(c) Ewing tumor and related sarcomas of bone|82120410|0-19|All Races|Male and Female|2015|2.8|3.5|3.1
0.4|0.7|0.6|46|VIII(d) Other specified malignant bone tumors|82120410|0-19|All Races|Male and Female|2015|0.4|0.7|0.6
0.1|0.4|0.2|19|VIII(e) Unspecified malignant bone tumors|82120410|0-19|All Races|Male and Female|2015|0.1|0.4|0.2
11.0|12.5|11.7|974|X Germ cell, trophoblastic tumors & neoplasms of gonads|82120410|0-19|All Races|Male and Female|2015|11.1|12.6|11.9
1.6|2.2|1.9|153|X(a) Intracranial & intraspinal germ cell tumors|82120410|0-19|All Races|Male and Female|2015|1.6|2.2|1.9
1.1|1.7|1.4|115|X(b) Malignant extracranial & extragonadal germ cell tumors|82120410|0-19|All Races|Male and Female|2015|1.2|1.7|1.4
7.0|8.2|7.6|635|X(c) Malignant gonadal germ cell tumors|82120410|0-19|All Races|Male and Female|2015|7.1|8.4|7.7
0.3|0.7|0.5|40|X(d) Gonadal carcinomas|82120410|0-19|All Races|Male and Female|2015|0.3|0.7|0.5
0.3|0.5|0.4|31|X(e) Other and unspecified malignant gonadal tumors|82120410|0-19|All Races|Male and Female|2015|0.3|0.5|0.4
22.6|24.7|23.6|1962|XI Other malignant epithelial neoplasms and malignant melanomas|82120410|0-19|All Races|Male and Female|2015|22.8|25.0|23.9
~|~|~|~|XI(a) Adrenocortical carcinomas|82120410|0-19|All Races|Male and Female|2015|~|~|~
10.2|11.6|10.9|903|XI(b) Thyroid carcinomas|82120410|0-19|All Races|Male and Female|2015|10.3|11.7|11.0
0.4|0.8|0.6|50|XI(c) Nasopharyngeal carcinomas|82120410|0-19|All Races|Male and Female|2015|0.5|0.8|0.6
3.5|4.3|3.9|322|XI(d) Malignant melanomas|82120410|0-19|All Races|Male and Female|2015|3.5|4.4|3.9
~|~|~|~|XI(e) Skin carcinomas|82120410|0-19|All Races|Male and Female|2015|~|~|~
7.5|8.7|8.1|670|XI(f) Other and unspecified carcinomas|82120410|0-19|All Races|Male and Female|2015|7.6|8.8|8.2
0.7|1.1|0.9|74|XII Other and unspecified malignant neoplasms|82120410|0-19|All Races|Male and Female|2015|0.7|1.1|0.9
0.4|0.8|0.6|48|XII(a) Other specified malignant tumors|82120410|0-19|All Races|Male and Female|2015|0.4|0.8|0.6
0.2|0.5|0.3|26|XII(b) Other unspecified malignant tumors|82120410|0-19|All Races|Male and Female|2015|0.2|0.5|0.3
189.1|191.7|190.4|77612|All ICCC Groups Combined|406294186|0-19|All Races|Male and Female|2015-2019|189.7|192.4|191.0
48.0|49.4|48.7|19811|I Leukemias, myeloproliferative & myelodysplastic diseases|406294186|0-19|All Races|Male and Female|2015-2019|48.1|49.4|48.8
34.3|35.5|34.9|14169|I(a) Lymphoid leukemias|406294186|0-19|All Races|Male and Female|2015-2019|34.3|35.5|34.9
7.8|8.4|8.1|3297|I(b) Acute myeloid leukemias|406294186|0-19|All Races|Male and Female|2015-2019|7.8|8.4|8.1
2.4|2.7|2.5|1026|I(c) Chronic myeloproliferative diseases|406294186|0-19|All Races|Male and Female|2015-2019|2.4|2.7|2.5
1.2|1.4|1.3|525|I(d) Myelodysplastic syndrome and other myeloproliferative diseases|406294186|0-19|All Races|Male and Female|2015-2019|1.2|1.4|1.3
1.8|2.1|2.0|794|I(e) Unspecified and other specified leukemias|406294186|0-19|All Races|Male and Female|2015-2019|1.8|2.1|2.0
29.4|30.4|29.9|12223|II Lymphomas and reticuloendothelial neoplasms|406294186|0-19|All Races|Male and Female|2015-2019|29.6|30.6|30.1
12.0|12.7|12.4|5084|II(a) Hodgkin lymphomas|406294186|0-19|All Races|Male and Female|2015-2019|12.2|12.9|12.5
9.6|10.2|9.9|4031|II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)|406294186|0-19|All Races|Male and Female|2015-2019|9.6|10.2|9.9
2.2|2.5|2.4|960|II(c) Burkitt lymphoma|406294186|0-19|All Races|Male and Female|2015-2019|2.2|2.5|2.4
4.8|5.2|5.0|2012|II(d) Miscellaneous lymphoreticular neoplasms|406294186|0-19|All Races|Male and Female|2015-2019|4.7|5.2|5.0
0.3|0.4|0.3|136|II(e) Unspecified lymphomas|406294186|0-19|All Races|Male and Female|2015-2019|0.3|0.4|0.3
29.6|30.6|30.1|12216|III CNS and misc intracranial and intraspinal neoplasms|406294186|0-19|All Races|Male and Female|2015-2019|29.5|30.6|30.1
2.4|2.7|2.6|1045|III(a) Ependymomas and choroid plexus tumor|406294186|0-19|All Races|Male and Female|2015-2019|2.4|2.7|2.6
15.3|16.0|15.7|6356|III(b) Astrocytomas|406294186|0-19|All Races|Male and Female|2015-2019|15.3|16.0|15.6
4.9|5.3|5.1|2066|III(c) Intracranial and intraspinal embryonal tumors|406294186|0-19|All Races|Male and Female|2015-2019|4.9|5.3|5.1
5.3|5.8|5.6|2258|III(d) Other gliomas|406294186|0-19|All Races|Male and Female|2015-2019|5.3|5.8|5.6
0.6|0.8|0.7|281|III(e) Other specified intracranial & intraspinal neoplasms|406294186|0-19|All Races|Male and Female|2015-2019|0.6|0.8|0.7
0.4|0.6|0.5|210|III(f) Unspecified intracranial and intraspinal neoplasms|406294186|0-19|All Races|Male and Female|2015-2019|0.4|0.6|0.5
8.6|9.2|8.9|3614|IV Neuroblastoma and other peripheral nervous cell tumors|406294186|0-19|All Races|Male and Female|2015-2019|8.6|9.2|8.9
8.4|9.0|8.7|3518|IV(a) Neuroblastoma and ganglioneuroblastoma|406294186|0-19|All Races|Male and Female|2015-2019|8.4|8.9|8.7
0.2|0.3|0.2|96|IV(b) Other peripheral nervous cell tumors|406294186|0-19|All Races|Male and Female|2015-2019|0.2|0.3|0.2
12.1|12.8|12.4|5061|IX Soft tissue and other extraosseous sarcomas|406294186|0-19|All Races|Male and Female|2015-2019|12.1|12.8|12.5
4.6|5.0|4.8|1949|IX(a) Rhabdomyosarcomas|406294186|0-19|All Races|Male and Female|2015-2019|4.6|5.0|4.8
1.1|1.3|1.2|491|IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams|406294186|0-19|All Races|Male and Female|2015-2019|1.1|1.3|1.2
~|~|~|~|IX(c) Kaposi sarcoma|406294186|0-19|All Races|Male and Female|2015-2019|~|~|~
4.6|5.0|4.8|1958|IX(d) Other specified soft tissue sarcomas|406294186|0-19|All Races|Male and Female|2015-2019|4.6|5.0|4.8
1.5|1.7|1.6|648|IX(e) Unspecified soft tissue sarcomas|406294186|0-19|All Races|Male and Female|2015-2019|1.5|1.7|1.6
1.4|1.7|1.5|621|Not classified by ICCC|406294186|0-19|All Races|Male and Female|2015-2019|1.4|1.7|1.5
3.0|3.4|3.2|1286|V Retinoblastoma|406294186|0-19|All Races|Male and Female|2015-2019|3.0|3.3|3.2
6.8|7.3|7.0|2844|VI Renal tumors|406294186|0-19|All Races|Male and Female|2015-2019|6.7|7.3|7.0
6.0|6.4|6.2|2513|VI(a) Nephroblastoma and other nonepithelial renal tumors|406294186|0-19|All Races|Male and Female|2015-2019|5.9|6.4|6.2
0.7|0.9|0.8|317|VI(b) Renal carcinomas|406294186|0-19|All Races|Male and Female|2015-2019|0.7|0.9|0.8
~|~|~|~|VI(c) Unspecified malignant renal tumors|406294186|0-19|All Races|Male and Female|2015-2019|~|~|~
2.5|2.8|2.7|1078|VII Hepatic tumors|406294186|0-19|All Races|Male and Female|2015-2019|2.5|2.8|2.7
1.9|2.2|2.0|815|VII(a) Hepatoblastoma|406294186|0-19|All Races|Male and Female|2015-2019|1.9|2.1|2.0
0.5|0.7|0.6|247|VII(b) Hepatic carcinomas|406294186|0-19|All Races|Male and Female|2015-2019|0.5|0.7|0.6
0.0|0.1|0.0|16|VII(c) Unspecified malignant hepatic tumors|406294186|0-19|All Races|Male and Female|2015-2019|0.0|0.1|0.0
9.2|9.8|9.5|3866|VIII Malignant bone tumors|406294186|0-19|All Races|Male and Female|2015-2019|9.2|9.8|9.5
5.0|5.5|5.2|2133|VIII(a) Osteosarcomas|406294186|0-19|All Races|Male and Female|2015-2019|5.0|5.5|5.2
0.3|0.4|0.3|142|VIII(b) Chondrosarcomas|406294186|0-19|All Races|Male and Female|2015-2019|0.3|0.4|0.3
3.0|3.3|3.1|1277|VIII(c) Ewing tumor and related sarcomas of bone|406294186|0-19|All Races|Male and Female|2015-2019|3.0|3.3|3.1
0.5|0.6|0.5|218|VIII(d) Other specified malignant bone tumors|406294186|0-19|All Races|Male and Female|2015-2019|0.5|0.6|0.5
0.2|0.3|0.2|96|VIII(e) Unspecified malignant bone tumors|406294186|0-19|All Races|Male and Female|2015-2019|0.2|0.3|0.2
10.8|11.4|11.1|4550|X Germ cell, trophoblastic tumors & neoplasms of gonads|406294186|0-19|All Races|Male and Female|2015-2019|10.9|11.5|11.2
1.8|2.0|1.9|771|X(a) Intracranial & intraspinal germ cell tumors|406294186|0-19|All Races|Male and Female|2015-2019|1.8|2.0|1.9
1.3|1.5|1.4|558|X(b) Malignant extracranial & extragonadal germ cell tumors|406294186|0-19|All Races|Male and Female|2015-2019|1.3|1.5|1.4
6.7|7.2|7.0|2873|X(c) Malignant gonadal germ cell tumors|406294186|0-19|All Races|Male and Female|2015-2019|6.8|7.3|7.1
0.4|0.5|0.4|179|X(d) Gonadal carcinomas|406294186|0-19|All Races|Male and Female|2015-2019|0.4|0.5|0.4
0.4|0.5|0.4|169|X(e) Other and unspecified malignant gonadal tumors|406294186|0-19|All Races|Male and Female|2015-2019|0.4|0.5|0.4
23.9|24.9|24.4|10051|XI Other malignant epithelial neoplasms and malignant melanomas|406294186|0-19|All Races|Male and Female|2015-2019|24.3|25.2|24.7
0.2|0.2|0.2|81|XI(a) Adrenocortical carcinomas|406294186|0-19|All Races|Male and Female|2015-2019|0.2|0.2|0.2
10.9|11.6|11.2|4635|XI(b) Thyroid carcinomas|406294186|0-19|All Races|Male and Female|2015-2019|11.1|11.7|11.4
0.4|0.5|0.5|192|XI(c) Nasopharyngeal carcinomas|406294186|0-19|All Races|Male and Female|2015-2019|0.4|0.5|0.5
3.3|3.7|3.5|1446|XI(d) Malignant melanomas|406294186|0-19|All Races|Male and Female|2015-2019|3.4|3.7|3.6
0.1|0.1|0.1|41|XI(e) Skin carcinomas|406294186|0-19|All Races|Male and Female|2015-2019|0.1|0.1|0.1
8.6|9.2|8.9|3656|XI(f) Other and unspecified carcinomas|406294186|0-19|All Races|Male and Female|2015-2019|8.7|9.3|9.0
0.9|1.1|1.0|391|XII Other and unspecified malignant neoplasms|406294186|0-19|All Races|Male and Female|2015-2019|0.9|1.1|1.0
0.4|0.6|0.5|210|XII(a) Other specified malignant tumors|406294186|0-19|All Races|Male and Female|2015-2019|0.4|0.6|0.5
0.4|0.5|0.4|181|XII(b) Other unspecified malignant tumors|406294186|0-19|All Races|Male and Female|2015-2019|0.4|0.5|0.4
191.8|197.8|194.8|16063|All ICCC Groups Combined|82161437|0-19|All Races|Male and Female|2016|192.5|198.6|195.5
49.0|52.1|50.6|4158|I Leukemias, myeloproliferative & myelodysplastic diseases|82161437|0-19|All Races|Male and Female|2016|49.1|52.2|50.6
34.6|37.2|35.9|2946|I(a) Lymphoid leukemias|82161437|0-19|All Races|Male and Female|2016|34.6|37.2|35.9
7.9|9.2|8.5|701|I(b) Acute myeloid leukemias|82161437|0-19|All Races|Male and Female|2016|7.9|9.2|8.5
2.5|3.2|2.8|234|I(c) Chronic myeloproliferative diseases|82161437|0-19|All Races|Male and Female|2016|2.5|3.2|2.8
1.2|1.7|1.5|120|I(d) Myelodysplastic syndrome and other myeloproliferative diseases|82161437|0-19|All Races|Male and Female|2016|1.2|1.7|1.5
1.6|2.2|1.9|157|I(e) Unspecified and other specified leukemias|82161437|0-19|All Races|Male and Female|2016|1.6|2.2|1.9
29.3|31.7|30.5|2518|II Lymphomas and reticuloendothelial neoplasms|82161437|0-19|All Races|Male and Female|2016|29.5|31.9|30.6
11.8|13.3|12.5|1040|II(a) Hodgkin lymphomas|82161437|0-19|All Races|Male and Female|2016|11.9|13.5|12.7
9.8|11.2|10.5|862|II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)|82161437|0-19|All Races|Male and Female|2016|9.8|11.2|10.5
2.2|2.9|2.5|205|II(c) Burkitt lymphoma|82161437|0-19|All Races|Male and Female|2016|2.2|2.9|2.5
4.2|5.1|4.6|378|II(d) Miscellaneous lymphoreticular neoplasms|82161437|0-19|All Races|Male and Female|2016|4.1|5.1|4.6
0.3|0.6|0.4|33|II(e) Unspecified lymphomas|82161437|0-19|All Races|Male and Female|2016|0.3|0.6|0.4
30.5|33.0|31.8|2606|III CNS and misc intracranial and intraspinal neoplasms|82161437|0-19|All Races|Male and Female|2016|30.5|33.0|31.7
2.2|2.9|2.5|206|III(a) Ependymomas and choroid plexus tumor|82161437|0-19|All Races|Male and Female|2016|2.2|2.9|2.5
15.0|16.7|15.9|1302|III(b) Astrocytomas|82161437|0-19|All Races|Male and Female|2016|15.0|16.7|15.8
5.1|6.2|5.6|461|III(c) Intracranial and intraspinal embryonal tumors|82161437|0-19|All Races|Male and Female|2016|5.1|6.1|5.6
5.8|6.9|6.3|519|III(d) Other gliomas|82161437|0-19|All Races|Male and Female|2016|5.8|6.9|6.3
0.7|1.1|0.9|73|III(e) Other specified intracranial & intraspinal neoplasms|82161437|0-19|All Races|Male and Female|2016|0.7|1.1|0.9
0.4|0.7|0.5|45|III(f) Unspecified intracranial and intraspinal neoplasms|82161437|0-19|All Races|Male and Female|2016|0.4|0.7|0.5
8.2|9.5|8.8|726|IV Neuroblastoma and other peripheral nervous cell tumors|82161437|0-19|All Races|Male and Female|2016|8.2|9.5|8.8
8.0|9.3|8.7|713|IV(a) Neuroblastoma and ganglioneuroblastoma|82161437|0-19|All Races|Male and Female|2016|8.1|9.3|8.7
~|~|~|~|IV(b) Other peripheral nervous cell tumors|82161437|0-19|All Races|Male and Female|2016|~|~|~
11.9|13.4|12.6|1040|IX Soft tissue and other extraosseous sarcomas|82161437|0-19|All Races|Male and Female|2016|11.9|13.5|12.7
4.7|5.7|5.1|423|IX(a) Rhabdomyosarcomas|82161437|0-19|All Races|Male and Female|2016|4.7|5.7|5.1
0.9|1.3|1.1|89|IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams|82161437|0-19|All Races|Male and Female|2016|0.9|1.3|1.1
~|~|~|~|IX(c) Kaposi sarcoma|82161437|0-19|All Races|Male and Female|2016|~|~|~
4.4|5.4|4.9|402|IX(d) Other specified soft tissue sarcomas|82161437|0-19|All Races|Male and Female|2016|4.4|5.4|4.9
1.2|1.8|1.5|124|IX(e) Unspecified soft tissue sarcomas|82161437|0-19|All Races|Male and Female|2016|1.3|1.8|1.5
0.2|0.5|0.3|26|Not classified by ICCC|82161437|0-19|All Races|Male and Female|2016|0.2|0.5|0.3
2.8|3.6|3.2|264|V Retinoblastoma|82161437|0-19|All Races|Male and Female|2016|2.8|3.6|3.2
6.5|7.6|7.0|577|VI Renal tumors|82161437|0-19|All Races|Male and Female|2016|6.5|7.6|7.0
5.6|6.7|6.1|504|VI(a) Nephroblastoma and other nonepithelial renal tumors|82161437|0-19|All Races|Male and Female|2016|5.6|6.7|6.1
0.7|1.1|0.8|70|VI(b) Renal carcinomas|82161437|0-19|All Races|Male and Female|2016|0.7|1.1|0.9
~|~|~|~|VI(c) Unspecified malignant renal tumors|82161437|0-19|All Races|Male and Female|2016|~|~|~
2.3|3.0|2.6|215|VII Hepatic tumors|82161437|0-19|All Races|Male and Female|2016|2.3|3.0|2.6
1.8|2.5|2.1|176|VII(a) Hepatoblastoma|82161437|0-19|All Races|Male and Female|2016|1.8|2.5|2.1
0.3|0.6|0.4|37|VII(b) Hepatic carcinomas|82161437|0-19|All Races|Male and Female|2016|0.3|0.6|0.5
~|~|~|~|VII(c) Unspecified malignant hepatic tumors|82161437|0-19|All Races|Male and Female|2016|~|~|~
9.3|10.6|9.9|817|VIII Malignant bone tumors|82161437|0-19|All Races|Male and Female|2016|9.3|10.6|9.9
4.8|5.8|5.3|435|VIII(a) Osteosarcomas|82161437|0-19|All Races|Male and Female|2016|4.8|5.8|5.3
0.2|0.4|0.3|25|VIII(b) Chondrosarcomas|82161437|0-19|All Races|Male and Female|2016|0.2|0.4|0.3
3.1|4.0|3.5|291|VIII(c) Ewing tumor and related sarcomas of bone|82161437|0-19|All Races|Male and Female|2016|3.1|4.0|3.5
0.5|0.8|0.6|53|VIII(d) Other specified malignant bone tumors|82161437|0-19|All Races|Male and Female|2016|0.5|0.8|0.6
~|~|~|~|VIII(e) Unspecified malignant bone tumors|82161437|0-19|All Races|Male and Female|2016|~|~|~
10.7|12.1|11.4|945|X Germ cell, trophoblastic tumors & neoplasms of gonads|82161437|0-19|All Races|Male and Female|2016|10.8|12.3|11.5
1.7|2.4|2.0|168|X(a) Intracranial & intraspinal germ cell tumors|82161437|0-19|All Races|Male and Female|2016|1.7|2.4|2.0
1.1|1.6|1.3|110|X(b) Malignant extracranial & extragonadal germ cell tumors|82161437|0-19|All Races|Male and Female|2016|1.1|1.6|1.3
6.6|7.8|7.2|597|X(c) Malignant gonadal germ cell tumors|82161437|0-19|All Races|Male and Female|2016|6.7|7.9|7.3
0.3|0.6|0.4|37|X(d) Gonadal carcinomas|82161437|0-19|All Races|Male and Female|2016|0.3|0.6|0.5
0.3|0.6|0.4|33|X(e) Other and unspecified malignant gonadal tumors|82161437|0-19|All Races|Male and Female|2016|0.3|0.6|0.4
24.0|26.1|25.0|2083|XI Other malignant epithelial neoplasms and malignant melanomas|82161437|0-19|All Races|Male and Female|2016|24.3|26.5|25.4
~|~|~|~|XI(a) Adrenocortical carcinomas|82161437|0-19|All Races|Male and Female|2016|~|~|~
10.5|12.0|11.3|938|XI(b) Thyroid carcinomas|82161437|0-19|All Races|Male and Female|2016|10.7|12.2|11.4
0.2|0.5|0.3|28|XI(c) Nasopharyngeal carcinomas|82161437|0-19|All Races|Male and Female|2016|0.2|0.5|0.3
3.5|4.3|3.9|323|XI(d) Malignant melanomas|82161437|0-19|All Races|Male and Female|2016|3.5|4.4|3.9
~|~|~|~|XI(e) Skin carcinomas|82161437|0-19|All Races|Male and Female|2016|~|~|~
8.6|9.9|9.2|768|XI(f) Other and unspecified carcinomas|82161437|0-19|All Races|Male and Female|2016|8.7|10.0|9.3
0.9|1.3|1.1|88|XII Other and unspecified malignant neoplasms|82161437|0-19|All Races|Male and Female|2016|0.9|1.3|1.1
0.4|0.8|0.6|47|XII(a) Other specified malignant tumors|82161437|0-19|All Races|Male and Female|2016|0.4|0.8|0.6
0.4|0.7|0.5|41|XII(b) Other unspecified malignant tumors|82161437|0-19|All Races|Male and Female|2016|0.4|0.7|0.5
186.3|192.2|189.2|15590|All ICCC Groups Combined|82114364|0-19|All Races|Male and Female|2017|186.9|192.9|189.9
45.8|48.8|47.3|3890|I Leukemias, myeloproliferative & myelodysplastic diseases|82114364|0-19|All Races|Male and Female|2017|45.9|48.9|47.4
32.4|35.0|33.7|2768|I(a) Lymphoid leukemias|82114364|0-19|All Races|Male and Female|2017|32.5|35.0|33.7
7.3|8.6|7.9|653|I(b) Acute myeloid leukemias|82114364|0-19|All Races|Male and Female|2017|7.4|8.6|8.0
2.3|3.0|2.6|214|I(c) Chronic myeloproliferative diseases|82114364|0-19|All Races|Male and Female|2017|2.3|3.0|2.6
1.0|1.4|1.2|97|I(d) Myelodysplastic syndrome and other myeloproliferative diseases|82114364|0-19|All Races|Male and Female|2017|1.0|1.4|1.2
1.6|2.2|1.9|158|I(e) Unspecified and other specified leukemias|82114364|0-19|All Races|Male and Female|2017|1.6|2.2|1.9
28.9|31.3|30.1|2483|II Lymphomas and reticuloendothelial neoplasms|82114364|0-19|All Races|Male and Female|2017|29.1|31.5|30.2
11.5|13.0|12.2|1016|II(a) Hodgkin lymphomas|82114364|0-19|All Races|Male and Female|2017|11.6|13.2|12.4
8.9|10.3|9.6|791|II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)|82114364|0-19|All Races|Male and Female|2017|9.0|10.3|9.6
2.1|2.8|2.5|203|II(c) Burkitt lymphoma|82114364|0-19|All Races|Male and Female|2017|2.1|2.8|2.5
5.0|6.0|5.4|446|II(d) Miscellaneous lymphoreticular neoplasms|82114364|0-19|All Races|Male and Female|2017|4.9|6.0|5.4
0.2|0.5|0.3|27|II(e) Unspecified lymphomas|82114364|0-19|All Races|Male and Female|2017|0.2|0.5|0.3
32.6|35.2|33.9|2778|III CNS and misc intracranial and intraspinal neoplasms|82114364|0-19|All Races|Male and Female|2017|32.6|35.1|33.8
2.6|3.3|2.9|241|III(a) Ependymomas and choroid plexus tumor|82114364|0-19|All Races|Male and Female|2017|2.6|3.3|2.9
16.7|18.6|17.6|1448|III(b) Astrocytomas|82114364|0-19|All Races|Male and Female|2017|16.7|18.6|17.6
5.2|6.3|5.7|470|III(c) Intracranial and intraspinal embryonal tumors|82114364|0-19|All Races|Male and Female|2017|5.2|6.3|5.7
5.8|7.0|6.4|523|III(d) Other gliomas|82114364|0-19|All Races|Male and Female|2017|5.8|6.9|6.4
0.4|0.7|0.6|46|III(e) Other specified intracranial & intraspinal neoplasms|82114364|0-19|All Races|Male and Female|2017|0.4|0.7|0.6
0.5|0.8|0.6|50|III(f) Unspecified intracranial and intraspinal neoplasms|82114364|0-19|All Races|Male and Female|2017|0.5|0.8|0.6
7.9|9.2|8.5|697|IV Neuroblastoma and other peripheral nervous cell tumors|82114364|0-19|All Races|Male and Female|2017|7.9|9.1|8.5
7.7|9.0|8.3|681|IV(a) Neuroblastoma and ganglioneuroblastoma|82114364|0-19|All Races|Male and Female|2017|7.7|8.9|8.3
0.1|0.3|0.2|16|IV(b) Other peripheral nervous cell tumors|82114364|0-19|All Races|Male and Female|2017|0.1|0.3|0.2
11.8|13.3|12.5|1033|IX Soft tissue and other extraosseous sarcomas|82114364|0-19|All Races|Male and Female|2017|11.8|13.4|12.6
4.6|5.6|5.0|415|IX(a) Rhabdomyosarcomas|82114364|0-19|All Races|Male and Female|2017|4.6|5.6|5.1
0.9|1.3|1.1|90|IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams|82114364|0-19|All Races|Male and Female|2017|0.9|1.3|1.1
~|~|~|~|IX(c) Kaposi sarcoma|82114364|0-19|All Races|Male and Female|2017|~|~|~
4.1|5.0|4.6|376|IX(d) Other specified soft tissue sarcomas|82114364|0-19|All Races|Male and Female|2017|4.1|5.1|4.6
1.5|2.1|1.8|150|IX(e) Unspecified soft tissue sarcomas|82114364|0-19|All Races|Male and Female|2017|1.5|2.1|1.8
0.1|0.3|0.2|16|Not classified by ICCC|82114364|0-19|All Races|Male and Female|2017|0.1|0.3|0.2
2.8|3.5|3.1|256|V Retinoblastoma|82114364|0-19|All Races|Male and Female|2017|2.7|3.5|3.1
6.2|7.4|6.8|557|VI Renal tumors|82114364|0-19|All Races|Male and Female|2017|6.2|7.4|6.8
5.5|6.6|6.1|498|VI(a) Nephroblastoma and other nonepithelial renal tumors|82114364|0-19|All Races|Male and Female|2017|5.5|6.6|6.1
0.5|0.9|0.7|57|VI(b) Renal carcinomas|82114364|0-19|All Races|Male and Female|2017|0.5|0.9|0.7
~|~|~|~|VI(c) Unspecified malignant renal tumors|82114364|0-19|All Races|Male and Female|2017|~|~|~
2.1|2.8|2.5|203|VII Hepatic tumors|82114364|0-19|All Races|Male and Female|2017|2.1|2.8|2.5
1.5|2.1|1.8|150|VII(a) Hepatoblastoma|82114364|0-19|All Races|Male and Female|2017|1.5|2.1|1.8
0.4|0.8|0.6|49|VII(b) Hepatic carcinomas|82114364|0-19|All Races|Male and Female|2017|0.4|0.8|0.6
