AGE|AGE_SPECIFIC_CI_LOWER|AGE_SPECIFIC_CI_UPPER|AGE_SPECIFIC_RATE|COUNT|ICCC_GROUP|POPULATION|YEAR
15-19|3.3|5.1|4.2|87|III(d) Other gliomas|20896062|2018
15-19|~|~|~|~|III(e) Other specified intracranial & intraspinal neoplasms|20896062|2018
15-19|~|~|~|~|III(f) Unspecified intracranial and intraspinal neoplasms|20896062|2018
15-19|0.5|1.4|0.9|18|IV Neuroblastoma and other peripheral nervous cell tumors|20896062|2018
15-19|~|~|~|~|IV(a) Neuroblastoma and ganglioneuroblastoma|20896062|2018
15-19|~|~|~|~|IV(b) Other peripheral nervous cell tumors|20896062|2018
15-19|12.8|16.1|14.4|300|IX Soft tissue and other extraosseous sarcomas|20896062|2018
15-19|2.7|4.3|3.4|71|IX(a) Rhabdomyosarcomas|20896062|2018
15-19|1.0|2.0|1.4|30|IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams|20896062|2018
15-19|~|~|~|~|IX(c) Kaposi sarcoma|20896062|2018
15-19|6.4|8.8|7.5|157|IX(d) Other specified soft tissue sarcomas|20896062|2018
15-19|1.4|2.7|2.0|41|IX(e) Unspecified soft tissue sarcomas|20896062|2018
15-19|1.5|2.8|2.1|44|Not classified by ICCC|20896062|2018
15-19|~|~|~|~|V Retinoblastoma|20896062|2018
15-19|1.5|2.8|2.1|44|VI Renal tumors|20896062|2018
15-19|~|~|~|~|VI(a) Nephroblastoma and other nonepithelial renal tumors|20896062|2018
15-19|1.1|2.2|1.6|33|VI(b) Renal carcinomas|20896062|2018
15-19|~|~|~|~|VI(c) Unspecified malignant renal tumors|20896062|2018
15-19|1.1|2.2|1.6|33|VII Hepatic tumors|20896062|2018
15-19|~|~|~|~|VII(a) Hepatoblastoma|20896062|2018
15-19|1.0|2.2|1.5|32|VII(b) Hepatic carcinomas|20896062|2018
15-19|~|~|~|~|VII(c) Unspecified malignant hepatic tumors|20896062|2018
15-19|13.3|16.7|14.9|312|VIII Malignant bone tumors|20896062|2018
15-19|7.4|9.9|8.6|179|VIII(a) Osteosarcomas|20896062|2018
15-19|0.4|1.2|0.8|16|VIII(b) Chondrosarcomas|20896062|2018
15-19|3.6|5.5|4.5|93|VIII(c) Ewing tumor and related sarcomas of bone|20896062|2018
15-19|0.5|1.3|0.8|17|VIII(d) Other specified malignant bone tumors|20896062|2018
15-19|~|~|~|~|VIII(e) Unspecified malignant bone tumors|20896062|2018
15-19|22.7|27.1|24.8|519|X Germ cell, trophoblastic tumors & neoplasms of gonads|20896062|2018
15-19|1.5|2.8|2.1|43|X(a) Intracranial & intraspinal germ cell tumors|20896062|2018
15-19|0.9|2.0|1.4|29|X(b) Malignant extracranial & extragonadal germ cell tumors|20896062|2018
15-19|17.4|21.2|19.2|401|X(c) Malignant gonadal germ cell tumors|20896062|2018
15-19|0.9|2.0|1.4|29|X(d) Gonadal carcinomas|20896062|2018
15-19|0.5|1.3|0.8|17|X(e) Other and unspecified malignant gonadal tumors|20896062|2018
15-19|66.9|74.1|70.4|1472|XI Other malignant epithelial neoplasms and malignant melanomas|20896062|2018
15-19|~|~|~|~|XI(a) Adrenocortical carcinomas|20896062|2018
15-19|33.8|39.1|36.4|760|XI(b) Thyroid carcinomas|20896062|2018
15-19|0.8|1.8|1.2|25|XI(c) Nasopharyngeal carcinomas|20896062|2018
15-19|7.2|9.7|8.4|175|XI(d) Malignant melanomas|20896062|2018
15-19|~|~|~|~|XI(e) Skin carcinomas|20896062|2018
15-19|21.9|26.1|23.9|500|XI(f) Other and unspecified carcinomas|20896062|2018
15-19|1.1|2.2|1.6|33|XII Other and unspecified malignant neoplasms|20896062|2018
15-19|0.5|1.3|0.8|17|XII(a) Other specified malignant tumors|20896062|2018
15-19|0.4|1.2|0.8|16|XII(b) Other unspecified malignant tumors|20896062|2018
5-9|125.7|135.8|130.7|2616|All ICCC Groups Combined|20021178|2018
5-9|41.0|46.9|43.9|878|I Leukemias, myeloproliferative & myelodysplastic diseases|20021178|2018
5-9|33.6|38.9|36.2|725|I(a) Lymphoid leukemias|20021178|2018
5-9|3.5|5.4|4.3|87|I(b) Acute myeloid leukemias|20021178|2018
5-9|~|~|~|~|I(c) Chronic myeloproliferative diseases|20021178|2018
5-9|~|~|~|~|I(d) Myelodysplastic syndrome and other myeloproliferative diseases|20021178|2018
5-9|1.5|2.8|2.0|41|I(e) Unspecified and other specified leukemias|20021178|2018
5-9|16.8|20.7|18.7|374|II Lymphomas and reticuloendothelial neoplasms|20021178|2018
5-9|3.2|5.0|4.0|80|II(a) Hodgkin lymphomas|20021178|2018
5-9|6.8|9.4|8.0|161|II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)|20021178|2018
5-9|1.9|3.3|2.5|51|II(c) Burkitt lymphoma|20021178|2018
5-9|3.2|5.0|4.0|80|II(d) Miscellaneous lymphoreticular neoplasms|20021178|2018
5-9|~|~|~|~|II(e) Unspecified lymphomas|20021178|2018
5-9|26.8|31.5|29.1|582|III CNS and misc intracranial and intraspinal neoplasms|20021178|2018
5-9|1.8|3.2|2.4|48|III(a) Ependymomas and choroid plexus tumor|20021178|2018
5-9|13.2|16.7|14.9|298|III(b) Astrocytomas|20021178|2018
5-9|4.3|6.4|5.3|106|III(c) Intracranial and intraspinal embryonal tumors|20021178|2018
5-9|4.3|6.4|5.3|106|III(d) Other gliomas|20021178|2018
5-9|~|~|~|~|III(e) Other specified intracranial & intraspinal neoplasms|20021178|2018
5-9|~|~|~|~|III(f) Unspecified intracranial and intraspinal neoplasms|20021178|2018
5-9|3.5|5.4|4.3|87|IV Neuroblastoma and other peripheral nervous cell tumors|20021178|2018
5-9|3.4|5.2|4.2|85|IV(a) Neuroblastoma and ganglioneuroblastoma|20021178|2018
5-9|~|~|~|~|IV(b) Other peripheral nervous cell tumors|20021178|2018
5-9|7.2|9.8|8.4|168|IX Soft tissue and other extraosseous sarcomas|20021178|2018
5-9|3.3|5.1|4.1|83|IX(a) Rhabdomyosarcomas|20021178|2018
5-9|0.5|1.3|0.8|16|IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams|20021178|2018
5-9|~|~|~|~|IX(c) Kaposi sarcoma|20021178|2018
5-9|2.0|3.5|2.6|53|IX(d) Other specified soft tissue sarcomas|20021178|2018
5-9|0.5|1.3|0.8|16|IX(e) Unspecified soft tissue sarcomas|20021178|2018
5-9|3.6|5.5|4.4|89|Not classified by ICCC|20021178|2018
5-9|~|~|~|~|V Retinoblastoma|20021178|2018
5-9|5.7|8.1|6.8|137|VI Renal tumors|20021178|2018
5-9|5.6|7.9|6.6|133|VI(a) Nephroblastoma and other nonepithelial renal tumors|20021178|2018
5-9|~|~|~|~|VI(b) Renal carcinomas|20021178|2018
5-9|~|~|~|~|VI(c) Unspecified malignant renal tumors|20021178|2018
5-9|0.5|1.4|0.9|18|VII Hepatic tumors|20021178|2018
5-9|~|~|~|~|VII(a) Hepatoblastoma|20021178|2018
5-9|~|~|~|~|VII(b) Hepatic carcinomas|20021178|2018
5-9|~|~|~|~|VII(c) Unspecified malignant hepatic tumors|20021178|2018
5-9|5.6|7.9|6.6|133|VIII Malignant bone tumors|20021178|2018
5-9|2.3|3.9|3.0|61|VIII(a) Osteosarcomas|20021178|2018
5-9|~|~|~|~|VIII(b) Chondrosarcomas|20021178|2018
5-9|2.2|3.7|2.8|57|VIII(c) Ewing tumor and related sarcomas of bone|20021178|2018
5-9|~|~|~|~|VIII(d) Other specified malignant bone tumors|20021178|2018
5-9|~|~|~|~|VIII(e) Unspecified malignant bone tumors|20021178|2018
5-9|1.6|2.9|2.1|43|X Germ cell, trophoblastic tumors & neoplasms of gonads|20021178|2018
5-9|0.8|1.8|1.2|24|X(a) Intracranial & intraspinal germ cell tumors|20021178|2018
5-9|~|~|~|~|X(b) Malignant extracranial & extragonadal germ cell tumors|20021178|2018
5-9|0.5|1.3|0.8|16|X(c) Malignant gonadal germ cell tumors|20021178|2018
5-9|~|~|~|~|X(d) Gonadal carcinomas|20021178|2018
5-9|~|~|~|~|X(e) Other and unspecified malignant gonadal tumors|20021178|2018
5-9|3.8|5.8|4.7|95|XI Other malignant epithelial neoplasms and malignant melanomas|20021178|2018
5-9|~|~|~|~|XI(a) Adrenocortical carcinomas|20021178|2018
5-9|1.0|2.1|1.5|30|XI(b) Thyroid carcinomas|20021178|2018
5-9|~|~|~|~|XI(c) Nasopharyngeal carcinomas|20021178|2018
5-9|~|~|~|~|XI(d) Malignant melanomas|20021178|2018
5-9|~|~|~|~|XI(e) Skin carcinomas|20021178|2018
5-9|1.6|3.0|2.2|44|XI(f) Other and unspecified carcinomas|20021178|2018
5-9|~|~|~|~|XII Other and unspecified malignant neoplasms|20021178|2018
5-9|~|~|~|~|XII(a) Other specified malignant tumors|20021178|2018
5-9|~|~|~|~|XII(b) Other unspecified malignant tumors|20021178|2018
<1|247.4|280.3|263.5|999|All ICCC Groups Combined|3791566|2018
<1|40.5|54.7|47.2|179|I Leukemias, myeloproliferative & myelodysplastic diseases|3791566|2018
<1|13.5|22.1|17.4|66|I(a) Lymphoid leukemias|3791566|2018
<1|14.2|23.0|18.2|69|I(b) Acute myeloid leukemias|3791566|2018
<1|~|~|~|~|I(c) Chronic myeloproliferative diseases|3791566|2018
<1|3.4|8.5|5.5|21|I(d) Myelodysplastic syndrome and other myeloproliferative diseases|3791566|2018
<1|~|~|~|~|I(e) Unspecified and other specified leukemias|3791566|2018
<1|15.6|24.8|19.8|75|II Lymphomas and reticuloendothelial neoplasms|3791566|2018
<1|~|~|~|~|II(a) Hodgkin lymphomas|3791566|2018
<1|~|~|~|~|II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)|3791566|2018
<1|~|~|~|~|II(c) Burkitt lymphoma|3791566|2018
<1|13.0|21.6|16.9|64|II(d) Miscellaneous lymphoreticular neoplasms|3791566|2018
<1|~|~|~|~|II(e) Unspecified lymphomas|3791566|2018
<1|20.3|30.6|25.1|95|III CNS and misc intracranial and intraspinal neoplasms|3791566|2018
<1|~|~|~|~|III(a) Ependymomas and choroid plexus tumor|3791566|2018
<1|5.1|11.0|7.6|29|III(b) Astrocytomas|3791566|2018
<1|6.9|13.5|9.8|37|III(c) Intracranial and intraspinal embryonal tumors|3791566|2018
<1|~|~|~|~|III(d) Other gliomas|3791566|2018
<1|~|~|~|~|III(e) Other specified intracranial & intraspinal neoplasms|3791566|2018
<1|~|~|~|~|III(f) Unspecified intracranial and intraspinal neoplasms|3791566|2018
<1|56.8|73.2|64.6|245|IV Neuroblastoma and other peripheral nervous cell tumors|3791566|2018
<1|56.5|73.0|64.4|244|IV(a) Neuroblastoma and ganglioneuroblastoma|3791566|2018
<1|~|~|~|~|IV(b) Other peripheral nervous cell tumors|3791566|2018
<1|12.5|21.0|16.4|62|IX Soft tissue and other extraosseous sarcomas|3791566|2018
<1|3.2|8.1|5.3|20|IX(a) Rhabdomyosarcomas|3791566|2018
<1|3.2|8.1|5.3|20|IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams|3791566|2018
<1|~|~|~|~|IX(c) Kaposi sarcoma|3791566|2018
<1|~|~|~|~|IX(d) Other specified soft tissue sarcomas|3791566|2018
<1|~|~|~|~|IX(e) Unspecified soft tissue sarcomas|3791566|2018
<1|~|~|~|~|Not classified by ICCC|3791566|2018
<1|25.5|37.0|30.9|117|V Retinoblastoma|3791566|2018
<1|10.0|17.7|13.5|51|VI Renal tumors|3791566|2018
<1|9.8|17.4|13.2|50|VI(a) Nephroblastoma and other nonepithelial renal tumors|3791566|2018
<1|~|~|~|~|VI(b) Renal carcinomas|3791566|2018
<1|~|~|~|~|VI(c) Unspecified malignant renal tumors|3791566|2018
<1|12.5|21.0|16.4|62|VII Hepatic tumors|3791566|2018
<1|12.5|21.0|16.4|62|VII(a) Hepatoblastoma|3791566|2018
<1|~|~|~|~|VII(b) Hepatic carcinomas|3791566|2018
<1|~|~|~|~|VII(c) Unspecified malignant hepatic tumors|3791566|2018
<1|~|~|~|~|VIII Malignant bone tumors|3791566|2018
<1|~|~|~|~|VIII(a) Osteosarcomas|3791566|2018
<1|~|~|~|~|VIII(b) Chondrosarcomas|3791566|2018
<1|~|~|~|~|VIII(c) Ewing tumor and related sarcomas of bone|3791566|2018
<1|~|~|~|~|VIII(d) Other specified malignant bone tumors|3791566|2018
<1|~|~|~|~|VIII(e) Unspecified malignant bone tumors|3791566|2018
<1|13.2|21.9|17.1|65|X Germ cell, trophoblastic tumors & neoplasms of gonads|3791566|2018
<1|~|~|~|~|X(a) Intracranial & intraspinal germ cell tumors|3791566|2018
<1|9.3|16.8|12.7|48|X(b) Malignant extracranial & extragonadal germ cell tumors|3791566|2018
<1|~|~|~|~|X(c) Malignant gonadal germ cell tumors|3791566|2018
<1|~|~|~|~|X(d) Gonadal carcinomas|3791566|2018
<1|~|~|~|~|X(e) Other and unspecified malignant gonadal tumors|3791566|2018
<1|3.6|8.8|5.8|22|XI Other malignant epithelial neoplasms and malignant melanomas|3791566|2018
<1|~|~|~|~|XI(a) Adrenocortical carcinomas|3791566|2018
<1|~|~|~|~|XI(b) Thyroid carcinomas|3791566|2018
<1|~|~|~|~|XI(c) Nasopharyngeal carcinomas|3791566|2018
<1|~|~|~|~|XI(d) Malignant melanomas|3791566|2018
<1|~|~|~|~|XI(e) Skin carcinomas|3791566|2018
<1|~|~|~|~|XI(f) Other and unspecified carcinomas|3791566|2018
<1|2.4|6.9|4.2|16|XII Other and unspecified malignant neoplasms|3791566|2018
<1|~|~|~|~|XII(a) Other specified malignant tumors|3791566|2018
<1|~|~|~|~|XII(b) Other unspecified malignant tumors|3791566|2018
1-4|201.1|215.5|208.2|3260|All ICCC Groups Combined|15658972|2019
1-4|78.4|87.5|82.8|1297|I Leukemias, myeloproliferative & myelodysplastic diseases|15658972|2019
1-4|64.4|72.7|68.5|1072|I(a) Lymphoid leukemias|15658972|2019
1-4|7.8|10.8|9.2|144|I(b) Acute myeloid leukemias|15658972|2019
1-4|~|~|~|~|I(c) Chronic myeloproliferative diseases|15658972|2019
1-4|1.3|2.8|2.0|31|I(d) Myelodysplastic syndrome and other myeloproliferative diseases|15658972|2019
1-4|1.7|3.3|2.4|37|I(e) Unspecified and other specified leukemias|15658972|2019
1-4|12.1|15.9|13.9|218|II Lymphomas and reticuloendothelial neoplasms|15658972|2019
1-4|~|~|~|~|II(a) Hodgkin lymphomas|15658972|2019
1-4|3.9|6.2|5.0|78|II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)|15658972|2019
1-4|1.1|2.4|1.7|26|II(c) Burkitt lymphoma|15658972|2019
1-4|5.4|8.0|6.6|104|II(d) Miscellaneous lymphoreticular neoplasms|15658972|2019
1-4|~|~|~|~|II(e) Unspecified lymphomas|15658972|2019
1-4|30.4|36.1|33.1|519|III CNS and misc intracranial and intraspinal neoplasms|15658972|2019
1-4|4.3|6.7|5.4|85|III(a) Ependymomas and choroid plexus tumor|15658972|2019
1-4|13.1|17.0|14.9|234|III(b) Astrocytomas|15658972|2019
1-4|5.6|8.3|6.8|107|III(c) Intracranial and intraspinal embryonal tumors|15658972|2019
1-4|3.6|5.8|4.6|72|III(d) Other gliomas|15658972|2019
1-4|~|~|~|~|III(e) Other specified intracranial & intraspinal neoplasms|15658972|2019
1-4|~|~|~|~|III(f) Unspecified intracranial and intraspinal neoplasms|15658972|2019
1-4|20.6|25.4|22.9|358|IV Neuroblastoma and other peripheral nervous cell tumors|15658972|2019
1-4|20.4|25.2|22.7|356|IV(a) Neuroblastoma and ganglioneuroblastoma|15658972|2019
1-4|~|~|~|~|IV(b) Other peripheral nervous cell tumors|15658972|2019
1-4|9.5|12.9|11.1|174|IX Soft tissue and other extraosseous sarcomas|15658972|2019
1-4|6.2|9.0|7.5|118|IX(a) Rhabdomyosarcomas|15658972|2019
1-4|~|~|~|~|IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams|15658972|2019
1-4|~|~|~|~|IX(c) Kaposi sarcoma|15658972|2019
1-4|1.8|3.5|2.6|40|IX(d) Other specified soft tissue sarcomas|15658972|2019
1-4|~|~|~|~|IX(e) Unspecified soft tissue sarcomas|15658972|2019
1-4|3.5|5.6|4.5|70|Not classified by ICCC|15658972|2019
1-4|6.3|9.1|7.6|119|V Retinoblastoma|15658972|2019
1-4|16.4|20.7|18.5|289|VI Renal tumors|15658972|2019
1-4|16.3|20.6|18.3|287|VI(a) Nephroblastoma and other nonepithelial renal tumors|15658972|2019
1-4|~|~|~|~|VI(b) Renal carcinomas|15658972|2019
1-4|~|~|~|~|VI(c) Unspecified malignant renal tumors|15658972|2019
1-4|5.1|7.6|6.3|98|VII Hepatic tumors|15658972|2019
1-4|4.9|7.3|6.0|94|VII(a) Hepatoblastoma|15658972|2019
1-4|~|~|~|~|VII(b) Hepatic carcinomas|15658972|2019
1-4|~|~|~|~|VII(c) Unspecified malignant hepatic tumors|15658972|2019
1-4|0.9|2.1|1.4|22|VIII Malignant bone tumors|15658972|2019
1-4|~|~|~|~|VIII(a) Osteosarcomas|15658972|2019
1-4|~|~|~|~|VIII(b) Chondrosarcomas|15658972|2019
1-4|~|~|~|~|VIII(c) Ewing tumor and related sarcomas of bone|15658972|2019
1-4|~|~|~|~|VIII(d) Other specified malignant bone tumors|15658972|2019
1-4|~|~|~|~|VIII(e) Unspecified malignant bone tumors|15658972|2019
1-4|2.4|4.3|3.3|51|X Germ cell, trophoblastic tumors & neoplasms of gonads|15658972|2019
1-4|~|~|~|~|X(a) Intracranial & intraspinal germ cell tumors|15658972|2019
1-4|0.8|2.0|1.3|20|X(b) Malignant extracranial & extragonadal germ cell tumors|15658972|2019
1-4|1.0|2.3|1.5|24|X(c) Malignant gonadal germ cell tumors|15658972|2019
1-4|~|~|~|~|X(d) Gonadal carcinomas|15658972|2019
1-4|~|~|~|~|X(e) Other and unspecified malignant gonadal tumors|15658972|2019
1-4|1.2|2.6|1.8|28|XI Other malignant epithelial neoplasms and malignant melanomas|15658972|2019
1-4|~|~|~|~|XI(a) Adrenocortical carcinomas|15658972|2019
1-4|~|~|~|~|XI(b) Thyroid carcinomas|15658972|2019
1-4|~|~|~|~|XI(c) Nasopharyngeal carcinomas|15658972|2019
1-4|0.7|1.9|1.2|19|XI(d) Malignant melanomas|15658972|2019
1-4|~|~|~|~|XI(e) Skin carcinomas|15658972|2019
1-4|~|~|~|~|XI(f) Other and unspecified carcinomas|15658972|2019
1-4|0.6|1.7|1.1|17|XII Other and unspecified malignant neoplasms|15658972|2019
1-4|~|~|~|~|XII(a) Other specified malignant tumors|15658972|2019
1-4|~|~|~|~|XII(b) Other unspecified malignant tumors|15658972|2019
10-14|145.9|156.5|151.1|3116|All ICCC Groups Combined|20620267|2019
10-14|32.3|37.5|34.8|718|I Leukemias, myeloproliferative & myelodysplastic diseases|20620267|2019
10-14|20.9|25.1|22.9|473|I(a) Lymphoid leukemias|20620267|2019
10-14|6.6|9.1|7.8|160|I(b) Acute myeloid leukemias|20620267|2019
10-14|1.1|2.3|1.6|34|I(c) Chronic myeloproliferative diseases|20620267|2019
10-14|~|~|~|~|I(d) Myelodysplastic syndrome and other myeloproliferative diseases|20620267|2019
10-14|1.3|2.5|1.8|38|I(e) Unspecified and other specified leukemias|20620267|2019
10-14|26.4|31.1|28.7|591|II Lymphomas and reticuloendothelial neoplasms|20620267|2019
10-14|10.8|13.8|12.2|252|II(a) Hodgkin lymphomas|20620267|2019
10-14|8.7|11.5|10.0|207|II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)|20620267|2019
10-14|2.2|3.7|2.9|60|II(c) Burkitt lymphoma|20620267|2019
10-14|2.4|4.0|3.2|65|II(d) Miscellaneous lymphoreticular neoplasms|20620267|2019
10-14|~|~|~|~|II(e) Unspecified lymphomas|20620267|2019
10-14|20.7|24.8|22.7|468|III CNS and misc intracranial and intraspinal neoplasms|20620267|2019
10-14|0.8|1.8|1.3|26|III(a) Ependymomas and choroid plexus tumor|20620267|2019
10-14|12.3|15.5|13.8|285|III(b) Astrocytomas|20620267|2019
10-14|1.8|3.1|2.4|49|III(c) Intracranial and intraspinal embryonal tumors|20620267|2019
10-14|3.5|5.4|4.4|90|III(d) Other gliomas|20620267|2019
10-14|~|~|~|~|III(e) Other specified intracranial & intraspinal neoplasms|20620267|2019
10-14|~|~|~|~|III(f) Unspecified intracranial and intraspinal neoplasms|20620267|2019
10-14|1.1|2.3|1.6|34|IV Neuroblastoma and other peripheral nervous cell tumors|20620267|2019
10-14|0.9|2.0|1.4|29|IV(a) Neuroblastoma and ganglioneuroblastoma|20620267|2019
10-14|~|~|~|~|IV(b) Other peripheral nervous cell tumors|20620267|2019
10-14|10.8|13.9|12.3|254|IX Soft tissue and other extraosseous sarcomas|20620267|2019
10-14|2.5|4.1|3.2|67|IX(a) Rhabdomyosarcomas|20620267|2019
10-14|0.9|2.0|1.4|28|IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams|20620267|2019
10-14|~|~|~|~|IX(c) Kaposi sarcoma|20620267|2019
10-14|4.6|6.7|5.6|115|IX(d) Other specified soft tissue sarcomas|20620267|2019
10-14|1.6|2.9|2.1|44|IX(e) Unspecified soft tissue sarcomas|20620267|2019
10-14|2.3|3.8|3.0|61|Not classified by ICCC|20620267|2019
10-14|~|~|~|~|V Retinoblastoma|20620267|2019
10-14|0.8|1.8|1.3|26|VI Renal tumors|20620267|2019
10-14|~|~|~|~|VI(a) Nephroblastoma and other nonepithelial renal tumors|20620267|2019
10-14|~|~|~|~|VI(b) Renal carcinomas|20620267|2019
10-14|~|~|~|~|VI(c) Unspecified malignant renal tumors|20620267|2019
10-14|0.6|1.4|0.9|19|VII Hepatic tumors|20620267|2019
10-14|~|~|~|~|VII(a) Hepatoblastoma|20620267|2019
10-14|~|~|~|~|VII(b) Hepatic carcinomas|20620267|2019
10-14|~|~|~|~|VII(c) Unspecified malignant hepatic tumors|20620267|2019
10-14|13.5|16.9|15.1|311|VIII Malignant bone tumors|20620267|2019
10-14|8.2|10.9|9.5|196|VIII(a) Osteosarcomas|20620267|2019
10-14|~|~|~|~|VIII(b) Chondrosarcomas|20620267|2019
10-14|3.5|5.3|4.3|89|VIII(c) Ewing tumor and related sarcomas of bone|20620267|2019
10-14|~|~|~|~|VIII(d) Other specified malignant bone tumors|20620267|2019
10-14|~|~|~|~|VIII(e) Unspecified malignant bone tumors|20620267|2019
10-14|5.8|8.1|6.9|142|X Germ cell, trophoblastic tumors & neoplasms of gonads|20620267|2019
10-14|2.1|3.5|2.7|56|X(a) Intracranial & intraspinal germ cell tumors|20620267|2019
10-14|~|~|~|~|X(b) Malignant extracranial & extragonadal germ cell tumors|20620267|2019
10-14|2.7|4.3|3.4|71|X(c) Malignant gonadal germ cell tumors|20620267|2019
10-14|~|~|~|~|X(d) Gonadal carcinomas|20620267|2019
10-14|~|~|~|~|X(e) Other and unspecified malignant gonadal tumors|20620267|2019
10-14|21.3|25.5|23.3|481|XI Other malignant epithelial neoplasms and malignant melanomas|20620267|2019
10-14|~|~|~|~|XI(a) Adrenocortical carcinomas|20620267|2019
10-14|8.1|10.8|9.4|194|XI(b) Thyroid carcinomas|20620267|2019
10-14|~|~|~|~|XI(c) Nasopharyngeal carcinomas|20620267|2019
10-14|1.8|3.2|2.4|50|XI(d) Malignant melanomas|20620267|2019
10-14|~|~|~|~|XI(e) Skin carcinomas|20620267|2019
10-14|9.4|12.3|10.8|222|XI(f) Other and unspecified carcinomas|20620267|2019
10-14|~|~|~|~|XII Other and unspecified malignant neoplasms|20620267|2019
10-14|~|~|~|~|XII(a) Other specified malignant tumors|20620267|2019
10-14|~|~|~|~|XII(b) Other unspecified malignant tumors|20620267|2019
15-19|231.7|245.0|238.3|4976|All ICCC Groups Combined|20883129|2019
15-19|31.8|36.8|34.2|715|I Leukemias, myeloproliferative & myelodysplastic diseases|20883129|2019
15-19|16.3|20.0|18.1|378|I(a) Lymphoid leukemias|20883129|2019
15-19|7.3|9.8|8.5|177|I(b) Acute myeloid leukemias|20883129|2019
15-19|3.9|5.8|4.8|100|I(c) Chronic myeloproliferative diseases|20883129|2019
15-19|0.8|1.8|1.2|25|I(d) Myelodysplastic syndrome and other myeloproliferative diseases|20883129|2019
15-19|1.2|2.3|1.7|35|I(e) Unspecified and other specified leukemias|20883129|2019
15-19|49.8|56.1|52.9|1104|II Lymphomas and reticuloendothelial neoplasms|20883129|2019
15-19|29.7|34.6|32.0|669|II(a) Hodgkin lymphomas|20883129|2019
