AGE|AGE_SPECIFIC_CI_LOWER|AGE_SPECIFIC_CI_UPPER|AGE_SPECIFIC_RATE|COUNT|EVENT_TYPE|POPULATION|SITE|YEAR
5-9|~|~|~|~|Mortality|10324741|Prostate|2018
5-9|~|~|~|~|Incidence|10226637|Prostate|2018
5-9|~|~|~|~|Mortality|20212958|Stomach|2018
5-9|~|~|~|~|Incidence|20021178|Stomach|2018
5-9|~|~|~|~|Mortality|10324741|Testis|2018
5-9|~|~|~|~|Incidence|10226637|Testis|2018
5-9|~|~|~|~|Mortality|20212958|Thyroid|2018
5-9|0.1|0.2|0.2|31|Incidence|20021178|Thyroid|2018
5-9|~|~|~|~|Mortality|20212958|Urinary Bladder|2018
5-9|~|~|~|~|Incidence|20021178|Urinary Bladder|2018
<1|1.0|1.8|1.3|51|Mortality|3826908|All Cancer Sites Combined|2018
<1|24.7|28.0|26.3|999|Incidence|3791566|All Cancer Sites Combined|2018
<1|~|~|~|~|Mortality|3826908|Brain and Other Nervous System|2018
<1|2.4|3.5|2.9|111|Incidence|3791566|Brain and Other Nervous System|2018
<1|~|~|~|~|Mortality|1871130|Cervix|2018
<1|~|~|~|~|Incidence|1853829|Cervix|2018
<1|~|~|~|~|Mortality|3826908|Colon and Rectum|2018
<1|~|~|~|~|Incidence|3791566|Colon and Rectum|2018
<1|~|~|~|~|Mortality|1871130|Corpus and Uterus, NOS|2018
<1|~|~|~|~|Incidence|1853829|Corpus and Uterus, NOS|2018
<1|~|~|~|~|Mortality|3826908|Esophagus|2018
<1|~|~|~|~|Incidence|3791566|Esophagus|2018
<1|~|~|~|~|Mortality|1871130|Female Breast|2018
<1|~|~|~|~|Incidence|1853829|Female Breast|2018
<1|~|~|~|~|Incidence|1853829|Female Breast, <i>in situ</i>|2018
<1|~|~|~|~|Mortality|3826908|Hodgkin Lymphoma|2018
<1|~|~|~|~|Incidence|3791566|Hodgkin Lymphoma|2018
<1|.|.|.|.|Mortality|3826908|Kaposi Sarcoma|2018
<1|~|~|~|~|Incidence|3791566|Kaposi Sarcoma|2018
<1|~|~|~|~|Mortality|3826908|Kidney and Renal Pelvis|2018
<1|1.1|1.9|1.4|54|Incidence|3791566|Kidney and Renal Pelvis|2018
<1|~|~|~|~|Mortality|3826908|Larynx|2018
<1|~|~|~|~|Incidence|3791566|Larynx|2018
<1|~|~|~|~|Mortality|3826908|Leukemias|2018
<1|3.5|4.9|4.2|158|Incidence|3791566|Leukemias|2018
<1|~|~|~|~|Mortality|3826908|Liver and Intrahepatic Bile Duct|2018
<1|1.3|2.2|1.7|65|Incidence|3791566|Liver and Intrahepatic Bile Duct|2018
<1|~|~|~|~|Mortality|3826908|Lung and Bronchus|2018
<1|~|~|~|~|Incidence|3791566|Lung and Bronchus|2018
<1|~|~|~|~|Mortality|1871130|Male and Female Breast|2018
<1|~|~|~|~|Incidence|1853829|Male and Female Breast|2018
<1|~|~|~|~|Incidence|1853829|Male and Female Breast, <i>in situ</i>|2018
<1|~|~|~|~|Mortality|3826908|Melanomas of the Skin|2018
<1|~|~|~|~|Incidence|3791566|Melanomas of the Skin|2018
<1|~|~|~|~|Mortality|3826908|Mesothelioma|2018
<1|~|~|~|~|Incidence|3791566|Mesothelioma|2018
<1|~|~|~|~|Mortality|3826908|Myeloma|2018
<1|~|~|~|~|Incidence|3791566|Myeloma|2018
<1|~|~|~|~|Mortality|3826908|Non-Hodgkin Lymphoma|2018
<1|~|~|~|~|Incidence|3791566|Non-Hodgkin Lymphoma|2018
<1|~|~|~|~|Mortality|3826908|Oral Cavity and Pharynx|2018
<1|~|~|~|~|Incidence|3791566|Oral Cavity and Pharynx|2018
<1|~|~|~|~|Mortality|1871130|Ovary|2018
<1|~|~|~|~|Incidence|1853829|Ovary|2018
<1|~|~|~|~|Mortality|3826908|Pancreas|2018
<1|~|~|~|~|Incidence|3791566|Pancreas|2018
<1|~|~|~|~|Mortality|1955778|Prostate|2018
<1|~|~|~|~|Incidence|1937737|Prostate|2018
<1|~|~|~|~|Mortality|3826908|Stomach|2018
<1|~|~|~|~|Incidence|3791566|Stomach|2018
<1|~|~|~|~|Mortality|1955778|Testis|2018
<1|~|~|~|~|Incidence|1937737|Testis|2018
<1|~|~|~|~|Mortality|3826908|Thyroid|2018
<1|~|~|~|~|Incidence|3791566|Thyroid|2018
<1|~|~|~|~|Mortality|3826908|Urinary Bladder|2018
<1|~|~|~|~|Incidence|3791566|Urinary Bladder|2018
1-4|1.6|2.0|1.8|285|Mortality|15809112|All Cancer Sites Combined|2019
1-4|20.1|21.5|20.8|3260|Incidence|15658972|All Cancer Sites Combined|2019
1-4|0.3|0.6|0.4|70|Mortality|15809112|Brain and Other Nervous System|2019
1-4|3.5|4.1|3.8|596|Incidence|15658972|Brain and Other Nervous System|2019
1-4|~|~|~|~|Mortality|7728847|Cervix|2019
1-4|~|~|~|~|Incidence|7655419|Cervix|2019
1-4|~|~|~|~|Mortality|15809112|Colon and Rectum|2019
1-4|~|~|~|~|Incidence|15658972|Colon and Rectum|2019
1-4|~|~|~|~|Mortality|7728847|Corpus and Uterus, NOS|2019
1-4|~|~|~|~|Incidence|7655419|Corpus and Uterus, NOS|2019
1-4|~|~|~|~|Mortality|15809112|Esophagus|2019
1-4|~|~|~|~|Incidence|15658972|Esophagus|2019
1-4|~|~|~|~|Mortality|7728847|Female Breast|2019
1-4|~|~|~|~|Incidence|7655419|Female Breast|2019
1-4|~|~|~|~|Incidence|7655419|Female Breast, <i>in situ</i>|2019
1-4|~|~|~|~|Mortality|15809112|Hodgkin Lymphoma|2019
1-4|~|~|~|~|Incidence|15658972|Hodgkin Lymphoma|2019
1-4|.|.|.|.|Mortality|15809112|Kaposi Sarcoma|2019
1-4|~|~|~|~|Incidence|15658972|Kaposi Sarcoma|2019
1-4|~|~|~|~|Mortality|15809112|Kidney and Renal Pelvis|2019
1-4|1.7|2.1|1.9|293|Incidence|15658972|Kidney and Renal Pelvis|2019
1-4|~|~|~|~|Mortality|15809112|Larynx|2019
1-4|~|~|~|~|Incidence|15658972|Larynx|2019
1-4|0.5|0.7|0.6|90|Mortality|15809112|Leukemias|2019
1-4|7.5|8.4|8.0|1249|Incidence|15658972|Leukemias|2019
1-4|~|~|~|~|Mortality|15809112|Liver and Intrahepatic Bile Duct|2019
1-4|0.5|0.8|0.7|103|Incidence|15658972|Liver and Intrahepatic Bile Duct|2019
1-4|~|~|~|~|Mortality|15809112|Lung and Bronchus|2019
1-4|~|~|~|~|Incidence|15658972|Lung and Bronchus|2019
1-4|~|~|~|~|Mortality|7728847|Male and Female Breast|2019
1-4|~|~|~|~|Incidence|7655419|Male and Female Breast|2019
1-4|~|~|~|~|Incidence|7655419|Male and Female Breast, <i>in situ</i>|2019
1-4|~|~|~|~|Mortality|15809112|Melanomas of the Skin|2019
1-4|0.1|0.2|0.1|18|Incidence|15658972|Melanomas of the Skin|2019
1-4|~|~|~|~|Mortality|15809112|Mesothelioma|2019
1-4|~|~|~|~|Incidence|15658972|Mesothelioma|2019
1-4|~|~|~|~|Mortality|15809112|Myeloma|2019
1-4|~|~|~|~|Incidence|15658972|Myeloma|2019
1-4|~|~|~|~|Mortality|15809112|Non-Hodgkin Lymphoma|2019
1-4|0.5|0.8|0.7|104|Incidence|15658972|Non-Hodgkin Lymphoma|2019
1-4|~|~|~|~|Mortality|15809112|Oral Cavity and Pharynx|2019
1-4|~|~|~|~|Incidence|15658972|Oral Cavity and Pharynx|2019
1-4|~|~|~|~|Mortality|7728847|Ovary|2019
1-4|~|~|~|~|Incidence|7655419|Ovary|2019
1-4|~|~|~|~|Mortality|15809112|Pancreas|2019
1-4|~|~|~|~|Incidence|15658972|Pancreas|2019
1-4|~|~|~|~|Mortality|8080265|Prostate|2019
1-4|~|~|~|~|Incidence|8003553|Prostate|2019
1-4|~|~|~|~|Mortality|15809112|Stomach|2019
1-4|~|~|~|~|Incidence|15658972|Stomach|2019
1-4|~|~|~|~|Mortality|8080265|Testis|2019
1-4|0.2|0.4|0.3|22|Incidence|8003553|Testis|2019
1-4|~|~|~|~|Mortality|15809112|Thyroid|2019
1-4|~|~|~|~|Incidence|15658972|Thyroid|2019
1-4|~|~|~|~|Mortality|15809112|Urinary Bladder|2019
1-4|~|~|~|~|Incidence|15658972|Urinary Bladder|2019
10-14|1.8|2.1|1.9|404|Mortality|20820053|All Cancer Sites Combined|2019
10-14|14.6|15.7|15.1|3116|Incidence|20620267|All Cancer Sites Combined|2019
10-14|0.6|0.8|0.7|141|Mortality|20820053|Brain and Other Nervous System|2019
10-14|2.4|2.9|2.6|545|Incidence|20620267|Brain and Other Nervous System|2019
10-14|~|~|~|~|Mortality|10190891|Cervix|2019
10-14|~|~|~|~|Incidence|10092907|Cervix|2019
10-14|~|~|~|~|Mortality|20820053|Colon and Rectum|2019
10-14|0.5|0.8|0.6|131|Incidence|20620267|Colon and Rectum|2019
10-14|~|~|~|~|Mortality|10190891|Corpus and Uterus, NOS|2019
10-14|~|~|~|~|Incidence|10092907|Corpus and Uterus, NOS|2019
10-14|~|~|~|~|Mortality|20820053|Esophagus|2019
10-14|~|~|~|~|Incidence|20620267|Esophagus|2019
10-14|~|~|~|~|Mortality|10190891|Female Breast|2019
10-14|~|~|~|~|Incidence|10092907|Female Breast|2019
10-14|~|~|~|~|Incidence|10092907|Female Breast, <i>in situ</i>|2019
10-14|~|~|~|~|Mortality|20820053|Hodgkin Lymphoma|2019
10-14|1.1|1.4|1.2|252|Incidence|20620267|Hodgkin Lymphoma|2019
10-14|.|.|.|.|Mortality|20820053|Kaposi Sarcoma|2019
10-14|~|~|~|~|Incidence|20620267|Kaposi Sarcoma|2019
10-14|~|~|~|~|Mortality|20820053|Kidney and Renal Pelvis|2019
10-14|0.1|0.2|0.1|27|Incidence|20620267|Kidney and Renal Pelvis|2019
10-14|~|~|~|~|Mortality|20820053|Larynx|2019
10-14|~|~|~|~|Incidence|20620267|Larynx|2019
10-14|0.4|0.6|0.5|109|Mortality|20820053|Leukemias|2019
10-14|3.1|3.6|3.3|686|Incidence|20620267|Leukemias|2019
10-14|~|~|~|~|Mortality|20820053|Liver and Intrahepatic Bile Duct|2019
10-14|0.1|0.2|0.1|26|Incidence|20620267|Liver and Intrahepatic Bile Duct|2019
10-14|~|~|~|~|Mortality|20820053|Lung and Bronchus|2019
10-14|0.0|0.1|0.1|16|Incidence|20620267|Lung and Bronchus|2019
10-14|~|~|~|~|Mortality|10190891|Male and Female Breast|2019
10-14|~|~|~|~|Incidence|10092907|Male and Female Breast|2019
10-14|~|~|~|~|Incidence|10092907|Male and Female Breast, <i>in situ</i>|2019
10-14|~|~|~|~|Mortality|20820053|Melanomas of the Skin|2019
10-14|0.2|0.3|0.2|46|Incidence|20620267|Melanomas of the Skin|2019
10-14|~|~|~|~|Mortality|20820053|Mesothelioma|2019
10-14|~|~|~|~|Incidence|20620267|Mesothelioma|2019
10-14|~|~|~|~|Mortality|20820053|Myeloma|2019
10-14|~|~|~|~|Incidence|20620267|Myeloma|2019
10-14|~|~|~|~|Mortality|20820053|Non-Hodgkin Lymphoma|2019
10-14|1.2|1.5|1.3|273|Incidence|20620267|Non-Hodgkin Lymphoma|2019
10-14|~|~|~|~|Mortality|20820053|Oral Cavity and Pharynx|2019
10-14|0.2|0.3|0.3|54|Incidence|20620267|Oral Cavity and Pharynx|2019
10-14|~|~|~|~|Mortality|10190891|Ovary|2019
10-14|0.5|0.8|0.7|66|Incidence|10092907|Ovary|2019
10-14|~|~|~|~|Mortality|20820053|Pancreas|2019
10-14|0.1|0.2|0.1|22|Incidence|20620267|Pancreas|2019
10-14|~|~|~|~|Mortality|10629162|Prostate|2019
10-14|~|~|~|~|Incidence|10527360|Prostate|2019
10-14|~|~|~|~|Mortality|20820053|Stomach|2019
10-14|~|~|~|~|Incidence|20620267|Stomach|2019
10-14|~|~|~|~|Mortality|10629162|Testis|2019
10-14|0.2|0.4|0.2|26|Incidence|10527360|Testis|2019
10-14|~|~|~|~|Mortality|20820053|Thyroid|2019
10-14|0.8|1.1|1.0|197|Incidence|20620267|Thyroid|2019
10-14|~|~|~|~|Mortality|20820053|Urinary Bladder|2019
10-14|~|~|~|~|Incidence|20620267|Urinary Bladder|2019
15-19|2.6|3.0|2.8|589|Mortality|21066423|All Cancer Sites Combined|2019
15-19|23.2|24.5|23.8|4976|Incidence|20883129|All Cancer Sites Combined|2019
15-19|0.5|0.7|0.6|132|Mortality|21066423|Brain and Other Nervous System|2019
15-19|2.0|2.4|2.2|450|Incidence|20883129|Brain and Other Nervous System|2019
15-19|~|~|~|~|Mortality|10313575|Cervix|2019
15-19|~|~|~|~|Incidence|10224650|Cervix|2019
15-19|~|~|~|~|Mortality|21066423|Colon and Rectum|2019
15-19|1.2|1.5|1.4|285|Incidence|20883129|Colon and Rectum|2019
15-19|~|~|~|~|Mortality|10313575|Corpus and Uterus, NOS|2019
15-19|~|~|~|~|Incidence|10224650|Corpus and Uterus, NOS|2019
15-19|~|~|~|~|Mortality|21066423|Esophagus|2019
15-19|~|~|~|~|Incidence|20883129|Esophagus|2019
15-19|~|~|~|~|Mortality|10313575|Female Breast|2019
15-19|0.2|0.3|0.2|24|Incidence|10224650|Female Breast|2019
15-19|~|~|~|~|Incidence|10224650|Female Breast, <i>in situ</i>|2019
15-19|~|~|~|~|Mortality|21066423|Hodgkin Lymphoma|2019
15-19|3.0|3.5|3.2|669|Incidence|20883129|Hodgkin Lymphoma|2019
15-19|.|.|.|.|Mortality|21066423|Kaposi Sarcoma|2019
15-19|~|~|~|~|Incidence|20883129|Kaposi Sarcoma|2019
15-19|~|~|~|~|Mortality|21066423|Kidney and Renal Pelvis|2019
15-19|0.2|0.3|0.2|50|Incidence|20883129|Kidney and Renal Pelvis|2019
15-19|~|~|~|~|Mortality|21066423|Larynx|2019
15-19|~|~|~|~|Incidence|20883129|Larynx|2019
15-19|0.4|0.6|0.5|113|Mortality|21066423|Leukemias|2019
15-19|2.8|3.3|3.0|636|Incidence|20883129|Leukemias|2019
15-19|0.1|0.1|0.1|18|Mortality|21066423|Liver and Intrahepatic Bile Duct|2019
15-19|0.1|0.2|0.1|28|Incidence|20883129|Liver and Intrahepatic Bile Duct|2019
15-19|~|~|~|~|Mortality|21066423|Lung and Bronchus|2019
15-19|0.1|0.2|0.1|30|Incidence|20883129|Lung and Bronchus|2019
15-19|~|~|~|~|Mortality|10313575|Male and Female Breast|2019
15-19|0.2|0.3|0.2|24|Incidence|10224650|Male and Female Breast|2019
15-19|~|~|~|~|Incidence|10224650|Male and Female Breast, <i>in situ</i>|2019
15-19|~|~|~|~|Mortality|21066423|Melanomas of the Skin|2019
15-19|0.6|0.9|0.7|156|Incidence|20883129|Melanomas of the Skin|2019
15-19|~|~|~|~|Mortality|21066423|Mesothelioma|2019
15-19|~|~|~|~|Incidence|20883129|Mesothelioma|2019
15-19|~|~|~|~|Mortality|21066423|Myeloma|2019
15-19|~|~|~|~|Incidence|20883129|Myeloma|2019
15-19|0.1|0.3|0.2|42|Mortality|21066423|Non-Hodgkin Lymphoma|2019
15-19|1.7|2.0|1.9|387|Incidence|20883129|Non-Hodgkin Lymphoma|2019
15-19|~|~|~|~|Mortality|21066423|Oral Cavity and Pharynx|2019
15-19|0.4|0.6|0.5|98|Incidence|20883129|Oral Cavity and Pharynx|2019
15-19|~|~|~|~|Mortality|10313575|Ovary|2019
15-19|1.0|1.4|1.2|122|Incidence|10224650|Ovary|2019
15-19|~|~|~|~|Mortality|21066423|Pancreas|2019
15-19|0.2|0.3|0.2|50|Incidence|20883129|Pancreas|2019
15-19|~|~|~|~|Mortality|10752848|Prostate|2019
15-19|~|~|~|~|Incidence|10658479|Prostate|2019
15-19|~|~|~|~|Mortality|21066423|Stomach|2019
15-19|~|~|~|~|Incidence|20883129|Stomach|2019
15-19|~|~|~|~|Mortality|10752848|Testis|2019
15-19|2.9|3.6|3.2|345|Incidence|10658479|Testis|2019
15-19|~|~|~|~|Mortality|21066423|Thyroid|2019
15-19|3.3|3.8|3.5|731|Incidence|20883129|Thyroid|2019
15-19|~|~|~|~|Mortality|21066423|Urinary Bladder|2019
15-19|~|~|~|~|Incidence|20883129|Urinary Bladder|2019
5-9|1.7|2.0|1.8|371|Mortality|20221753|All Cancer Sites Combined|2019
5-9|11.8|12.7|12.2|2453|Incidence|20028109|All Cancer Sites Combined|2019
5-9|0.6|0.9|0.8|153|Mortality|20221753|Brain and Other Nervous System|2019
5-9|3.0|3.5|3.2|642|Incidence|20028109|Brain and Other Nervous System|2019
5-9|~|~|~|~|Mortality|9886447|Cervix|2019
5-9|~|~|~|~|Incidence|9791993|Cervix|2019
5-9|~|~|~|~|Mortality|20221753|Colon and Rectum|2019
5-9|0.1|0.2|0.1|21|Incidence|20028109|Colon and Rectum|2019
5-9|~|~|~|~|Mortality|9886447|Corpus and Uterus, NOS|2019
5-9|~|~|~|~|Incidence|9791993|Corpus and Uterus, NOS|2019
5-9|~|~|~|~|Mortality|20221753|Esophagus|2019
5-9|~|~|~|~|Incidence|20028109|Esophagus|2019
5-9|~|~|~|~|Mortality|9886447|Female Breast|2019
5-9|~|~|~|~|Incidence|9791993|Female Breast|2019
5-9|~|~|~|~|Incidence|9791993|Female Breast, <i>in situ</i>|2019
5-9|~|~|~|~|Mortality|20221753|Hodgkin Lymphoma|2019
5-9|0.3|0.4|0.3|70|Incidence|20028109|Hodgkin Lymphoma|2019
5-9|.|.|.|.|Mortality|20221753|Kaposi Sarcoma|2019
5-9|~|~|~|~|Incidence|20028109|Kaposi Sarcoma|2019
5-9|~|~|~|~|Mortality|20221753|Kidney and Renal Pelvis|2019
5-9|0.4|0.6|0.5|97|Incidence|20028109|Kidney and Renal Pelvis|2019
5-9|~|~|~|~|Mortality|20221753|Larynx|2019
5-9|~|~|~|~|Incidence|20028109|Larynx|2019
5-9|0.3|0.5|0.4|80|Mortality|20221753|Leukemias|2019
5-9|3.8|4.3|4.0|807|Incidence|20028109|Leukemias|2019
5-9|~|~|~|~|Mortality|20221753|Liver and Intrahepatic Bile Duct|2019
5-9|0.1|0.2|0.1|27|Incidence|20028109|Liver and Intrahepatic Bile Duct|2019
5-9|~|~|~|~|Mortality|20221753|Lung and Bronchus|2019
5-9|~|~|~|~|Incidence|20028109|Lung and Bronchus|2019
5-9|~|~|~|~|Mortality|9886447|Male and Female Breast|2019
5-9|~|~|~|~|Incidence|9791993|Male and Female Breast|2019
5-9|~|~|~|~|Incidence|9791993|Male and Female Breast, <i>in situ</i>|2019
5-9|~|~|~|~|Mortality|20221753|Melanomas of the Skin|2019
5-9|0.1|0.2|0.1|21|Incidence|20028109|Melanomas of the Skin|2019
5-9|~|~|~|~|Mortality|20221753|Mesothelioma|2019
5-9|~|~|~|~|Incidence|20028109|Mesothelioma|2019
5-9|~|~|~|~|Mortality|20221753|Myeloma|2019
5-9|~|~|~|~|Incidence|20028109|Myeloma|2019
5-9|~|~|~|~|Mortality|20221753|Non-Hodgkin Lymphoma|2019
5-9|0.8|1.1|0.9|189|Incidence|20028109|Non-Hodgkin Lymphoma|2019
5-9|~|~|~|~|Mortality|20221753|Oral Cavity and Pharynx|2019
5-9|0.0|0.1|0.1|17|Incidence|20028109|Oral Cavity and Pharynx|2019
5-9|~|~|~|~|Mortality|9886447|Ovary|2019
5-9|0.2|0.5|0.3|32|Incidence|9791993|Ovary|2019
5-9|~|~|~|~|Mortality|20221753|Pancreas|2019
5-9|~|~|~|~|Incidence|20028109|Pancreas|2019
5-9|~|~|~|~|Mortality|10335306|Prostate|2019
5-9|~|~|~|~|Incidence|10236116|Prostate|2019
5-9|~|~|~|~|Mortality|20221753|Stomach|2019
5-9|~|~|~|~|Incidence|20028109|Stomach|2019
5-9|~|~|~|~|Mortality|10335306|Testis|2019
5-9|~|~|~|~|Incidence|10236116|Testis|2019
5-9|~|~|~|~|Mortality|20221753|Thyroid|2019
5-9|0.1|0.2|0.2|34|Incidence|20028109|Thyroid|2019
5-9|~|~|~|~|Mortality|20221753|Urinary Bladder|2019
5-9|~|~|~|~|Incidence|20028109|Urinary Bladder|2019
<1|1.1|1.9|1.5|55|Mortality|3762227|All Cancer Sites Combined|2019
<1|24.2|27.5|25.8|961|Incidence|3726447|All Cancer Sites Combined|2019
<1|0.3|0.7|0.5|17|Mortality|3762227|Brain and Other Nervous System|2019
<1|2.5|3.6|3.0|112|Incidence|3726447|Brain and Other Nervous System|2019
<1|~|~|~|~|Mortality|1841226|Cervix|2019
<1|~|~|~|~|Incidence|1823731|Cervix|2019
<1|~|~|~|~|Mortality|3762227|Colon and Rectum|2019
<1|~|~|~|~|Incidence|3726447|Colon and Rectum|2019
<1|~|~|~|~|Mortality|1841226|Corpus and Uterus, NOS|2019
<1|~|~|~|~|Incidence|1823731|Corpus and Uterus, NOS|2019
<1|~|~|~|~|Mortality|3762227|Esophagus|2019
<1|~|~|~|~|Incidence|3726447|Esophagus|2019
<1|~|~|~|~|Mortality|1841226|Female Breast|2019
<1|~|~|~|~|Incidence|1823731|Female Breast|2019
<1|~|~|~|~|Incidence|1823731|Female Breast, <i>in situ</i>|2019
<1|~|~|~|~|Mortality|3762227|Hodgkin Lymphoma|2019
<1|~|~|~|~|Incidence|3726447|Hodgkin Lymphoma|2019
<1|.|.|.|.|Mortality|3762227|Kaposi Sarcoma|2019
<1|~|~|~|~|Incidence|3726447|Kaposi Sarcoma|2019
<1|~|~|~|~|Mortality|3762227|Kidney and Renal Pelvis|2019
<1|1.2|2.0|1.5|57|Incidence|3726447|Kidney and Renal Pelvis|2019
<1|~|~|~|~|Mortality|3762227|Larynx|2019
<1|~|~|~|~|Incidence|3726447|Larynx|2019
<1|~|~|~|~|Mortality|3762227|Leukemias|2019
<1|3.2|4.4|3.8|140|Incidence|3726447|Leukemias|2019
<1|~|~|~|~|Mortality|3762227|Liver and Intrahepatic Bile Duct|2019
<1|1.2|2.0|1.6|59|Incidence|3726447|Liver and Intrahepatic Bile Duct|2019
<1|~|~|~|~|Mortality|3762227|Lung and Bronchus|2019
<1|~|~|~|~|Incidence|3726447|Lung and Bronchus|2019
<1|~|~|~|~|Mortality|1841226|Male and Female Breast|2019
<1|~|~|~|~|Incidence|1823731|Male and Female Breast|2019
<1|~|~|~|~|Incidence|1823731|Male and Female Breast, <i>in situ</i>|2019
<1|~|~|~|~|Mortality|3762227|Melanomas of the Skin|2019
<1|0.3|0.8|0.5|19|Incidence|3726447|Melanomas of the Skin|2019
<1|~|~|~|~|Mortality|3762227|Mesothelioma|2019
<1|~|~|~|~|Incidence|3726447|Mesothelioma|2019
<1|~|~|~|~|Mortality|3762227|Myeloma|2019
<1|~|~|~|~|Incidence|3726447|Myeloma|2019
<1|~|~|~|~|Mortality|3762227|Non-Hodgkin Lymphoma|2019
<1|~|~|~|~|Incidence|3726447|Non-Hodgkin Lymphoma|2019
<1|~|~|~|~|Mortality|3762227|Oral Cavity and Pharynx|2019
<1|~|~|~|~|Incidence|3726447|Oral Cavity and Pharynx|2019
<1|~|~|~|~|Mortality|1841226|Ovary|2019
<1|~|~|~|~|Incidence|1823731|Ovary|2019
<1|~|~|~|~|Mortality|3762227|Pancreas|2019
<1|~|~|~|~|Incidence|3726447|Pancreas|2019
<1|~|~|~|~|Mortality|1921001|Prostate|2019
<1|~|~|~|~|Incidence|1902716|Prostate|2019
<1|~|~|~|~|Mortality|3762227|Stomach|2019
<1|~|~|~|~|Incidence|3726447|Stomach|2019
<1|~|~|~|~|Mortality|1921001|Testis|2019
<1|~|~|~|~|Incidence|1902716|Testis|2019
<1|~|~|~|~|Mortality|3762227|Thyroid|2019
<1|~|~|~|~|Incidence|3726447|Thyroid|2019
<1|~|~|~|~|Mortality|3762227|Urinary Bladder|2019
<1|~|~|~|~|Incidence|3726447|Urinary Bladder|2019
1-4|0.2|0.4|0.3|44|Mortality|15339782|Acute Lymphocytic|1999
1-4|6.2|7.0|6.6|999|Incidence|15136428|Acute Lymphocytic|1999
1-4|0.2|0.4|0.3|50|Mortality|15339782|Acute Myeloid|1999
1-4|0.8|1.1|1.0|147|Incidence|15136428|Acute Myeloid|1999
1-4|~|~|~|~|Mortality|15339782|Bones and Joints|1999
1-4|0.1|0.3|0.2|32|Incidence|15136428|Bones and Joints|1999
1-4|0.6|0.9|0.8|119|Mortality|15339782|Leukemia|1999
1-4|7.5|8.4|7.9|1202|Incidence|15136428|Leukemia|1999
1-4|0.7|1.0|0.8|129|Mortality|15339782|Other|1999
1-4|3.7|4.4|4.0|611|Incidence|15136428|Other|1999
1-4|0.1|0.2|0.1|18|Mortality|15339782|Soft Tissue|1999
1-4|0.8|1.1|0.9|142|Incidence|15136428|Soft Tissue|1999
10-14|0.3|0.5|0.4|75|Mortality|20213364|Acute Lymphocytic|1999
10-14|1.8|2.2|2.0|394|Incidence|19935660|Acute Lymphocytic|1999
10-14|0.2|0.3|0.3|54|Mortality|20213364|Acute Myeloid|1999
10-14|0.5|0.7|0.6|117|Incidence|19935660|Acute Myeloid|1999
10-14|0.2|0.4|0.3|55|Mortality|20213364|Bones and Joints|1999
10-14|1.3|1.6|1.4|282|Incidence|19935660|Bones and Joints|1999
10-14|0.7|1.0|0.9|175|Mortality|20213364|Leukemia|1999
10-14|2.6|3.1|2.8|566|Incidence|19935660|Leukemia|1999
10-14|0.3|0.4|0.3|68|Mortality|20213364|Other|1999
10-14|2.2|2.6|2.4|472|Incidence|19935660|Other|1999
10-14|0.1|0.3|0.2|37|Mortality|20213364|Soft Tissue|1999
10-14|0.6|0.8|0.7|136|Incidence|19935660|Soft Tissue|1999
15-19|0.4|0.6|0.5|91|Mortality|20084602|Acute Lymphocytic|1999
15-19|1.2|1.5|1.3|265|Incidence|19785979|Acute Lymphocytic|1999
15-19|0.3|0.4|0.3|66|Mortality|20084602|Acute Myeloid|1999
15-19|0.7|1.0|0.9|171|Incidence|19785979|Acute Myeloid|1999
15-19|0.5|0.8|0.6|127|Mortality|20084602|Bones and Joints|1999
15-19|1.2|1.6|1.4|275|Incidence|19785979|Bones and Joints|1999
15-19|1.0|1.3|1.1|221|Mortality|20084602|Leukemia|1999
15-19|2.4|2.9|2.7|526|Incidence|19785979|Leukemia|1999
15-19|0.5|0.8|0.6|127|Mortality|20084602|Other|1999
15-19|7.4|8.2|7.8|1548|Incidence|19785979|Other|1999
15-19|0.2|0.4|0.3|65|Mortality|20084602|Soft Tissue|1999
15-19|0.9|1.1|1.0|197|Incidence|19785979|Soft Tissue|1999
5-9|0.2|0.4|0.3|65|Mortality|20606460|Acute Lymphocytic|1999
5-9|2.7|3.2|3.0|601|Incidence|20334315|Acute Lymphocytic|1999
5-9|0.1|0.2|0.1|29|Mortality|20606460|Acute Myeloid|1999
5-9|0.4|0.6|0.5|93|Incidence|20334315|Acute Myeloid|1999
5-9|0.1|0.2|0.1|24|Mortality|20606460|Bones and Joints|1999
5-9|0.5|0.7|0.6|119|Incidence|20334315|Bones and Joints|1999
5-9|0.5|0.7|0.6|130|Mortality|20606460|Leukemia|1999
5-9|3.3|3.9|3.6|733|Incidence|20334315|Leukemia|1999
5-9|0.4|0.6|0.5|108|Mortality|20606460|Other|1999
5-9|1.0|1.3|1.2|235|Incidence|20334315|Other|1999
5-9|0.1|0.2|0.1|28|Mortality|20606460|Soft Tissue|1999
5-9|0.5|0.7|0.6|112|Incidence|20334315|Soft Tissue|1999
<1|~|~|~|~|Mortality|3795762|Acute Lymphocytic|1999
<1|1.7|2.7|2.2|81|Incidence|3744604|Acute Lymphocytic|1999
<1|~|~|~|~|Mortality|3795762|Acute Myeloid|1999
<1|0.9|1.6|1.2|44|Incidence|3744604|Acute Myeloid|1999
<1|~|~|~|~|Mortality|3795762|Bones and Joints|1999
<1|~|~|~|~|Incidence|3744604|Bones and Joints|1999
